#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_34	73.3701	355076	0.5696	100.0000	355076	128422	128421	0.5733	73	11.28
scaffold_35	71.3684	319892	0.5638	100.0000	319892	112286	112310	0.5700	72	13.35
scaffold_36	73.3101	317912	0.5689	100.0000	317912	114889	115030	0.5689	72	22.19
scaffold_37	71.5039	314755	0.5695	99.9975	314747	111074	111138	0.5728	71	11.55
scaffold_38	72.8544	306024	0.5717	100.0000	306024	109580	109572	0.5747	73	11.32
scaffold_39	70.3269	295726	0.5663	100.0000	295726	102501	102552	0.5710	71	11.59
scaffold_40	83.6648	281179	0.5705	100.0000	281179	116169	116516	0.5663	73	162.23
scaffold_41	72.2606	274095	0.5703	100.0000	274095	97472	97453	0.5774	73	13.07
scaffold_42	72.7120	271534	0.5695	100.0000	271534	97032	97001	0.5745	73	11.80
scaffold_43	71.0240	261012	0.5648	100.0000	261012	91454	91408	0.5723	72	13.61
scaffold_44	71.4565	257821	0.5683	100.0000	257821	90788	90738	0.5716	71	11.35
scaffold_45	72.8276	245225	0.5734	100.0000	245225	88228	88181	0.5772	73	11.60
scaffold_46	75.6502	236291	0.5695	100.0000	236291	88303	88304	0.5735	75	11.75
scaffold_47	73.3955	232176	0.5759	100.0000	232176	84089	84158	0.5803	73	11.80
scaffold_48	71.9830	226373	0.5664	100.0000	226373	80318	80350	0.5719	72	12.14
scaffold_49	73.3739	220910	0.5639	100.0000	220910	80020	79983	0.5676	73	12.03
scaffold_50	72.7239	219328	0.5705	100.0000	219328	78549	78560	0.5744	73	11.51
scaffold_51	71.4091	211717	0.5686	100.0000	211717	74551	74558	0.5759	72	13.70
scaffold_52	73.5153	205223	0.5668	100.0000	205223	74371	74409	0.5712	73	11.97
scaffold_53	72.3810	203165	0.5698	100.0000	203165	72730	72723	0.5744	72	11.61
scaffold_54	73.7017	198005	0.5676	100.0000	198005	71970	71890	0.5712	73	12.27
scaffold_55	71.4842	194106	0.5700	100.0000	194106	68073	68081	0.5749	71	11.56
scaffold_56	77.5023	192214	0.5722	99.9828	192181	73164	73146	0.5760	77	12.01
scaffold_57	76.0597	145490	0.5570	99.9918	145478	54620	54704	0.5651	77	14.86
scaffold_58	69.4322	144663	0.5614	99.9447	144583	49517	49498	0.5711	70	14.12
scaffold_59	68.6471	142171	0.5635	100.0000	142171	48069	48082	0.5759	71	18.00
scaffold_60	72.6192	139132	0.5720	100.0000	139132	49930	49952	0.5753	72	11.38
scaffold_61	72.2981	131289	0.5711	100.0000	131289	46918	46880	0.5745	72	11.27
scaffold_62	73.1948	129842	0.5813	100.0000	129842	46538	46558	0.5841	74	12.97
scaffold_63	74.7091	128266	0.5694	100.0000	128266	46825	46852	0.5726	74	11.38
scaffold_64	71.4222	115259	0.5684	100.0000	115259	40473	40468	0.5765	72	12.92
scaffold_65	70.1227	104597	0.5765	100.0000	104597	36280	36280	0.5816	71	12.78
scaffold_66	72.7691	101649	0.5708	100.0000	101649	36349	36503	0.5727	73	18.26
scaffold_67	70.6858	83014	0.5720	100.0000	83014	29021	28992	0.5751	70	15.06
scaffold_68	67.4179	75731	0.5528	100.0000	75731	25251	25237	0.5666	68	14.52
scaffold_69	70.9754	74216	0.5608	100.0000	74216	26008	25988	0.5686	72	13.09
scaffold_70	66.9274	72299	0.5594	100.0000	72299	23926	23919	0.5676	68	13.46
scaffold_71	71.1713	71610	0.5631	99.9637	71584	24837	24874	0.5705	71	13.66
scaffold_72	74.0383	71307	0.5686	99.9986	71306	26075	26107	0.5717	74	11.60
scaffold_73	137.5463	66430	0.5866	100.0000	66430	44659	43737	0.6495	74	398.07
scaffold_74	69.4715	56763	0.5617	100.0000	56763	19473	19475	0.5702	70	12.98
scaffold_75	68.3877	51047	0.5581	100.0000	51047	17242	17307	0.5616	68	10.66
scaffold_76	74.8466	50509	0.5770	100.0000	50509	18645	18629	0.5803	75	11.78
scaffold_77	65.9958	45843	0.5565	100.0000	45843	14989	14954	0.5704	68	15.10
scaffold_78	75.5797	44560	0.5610	100.0000	44560	16371	16416	0.5560	74	22.25
scaffold_79	62.2587	43749	0.5155	100.0000	43749	13129	13160	0.5535	69	25.14
scaffold_80	63.2499	41304	0.5346	100.0000	41304	12868	12924	0.5601	65	34.28
scaffold_81	72.1566	36685	0.5556	99.9591	36670	13104	13094	0.5619	73	12.83
scaffold_82	67.3267	33697	0.5614	99.9881	33693	11242	11212	0.5787	70	16.95
scaffold_83	69.5414	27796	0.5478	100.0000	27796	9545	9588	0.5614	71	15.17
scaffold_84	69.2233	27713	0.5760	100.0000	27713	9512	9470	0.5777	69	12.07
scaffold_85	75.3244	25283	0.5631	100.0000	25283	9427	9421	0.5698	75	12.68
scaffold_86	58.2573	23268	0.4643	100.0000	23268	6365	6347	0.4995	65	36.35
scaffold_87	40.2843	21302	0.4130	100.0000	21302	4239	4227	0.4476	38	18.01
scaffold_88	68.7461	21015	0.5532	100.0000	21015	7096	7085	0.5692	71	29.28
scaffold_89	63.8063	15270	0.4880	100.0000	15270	4802	4840	0.5203	68	19.32
scaffold_90	138.8790	11909	0.5125	100.0000	11909	3853	3835	0.5433	139	26.50
scaffold_91	63.0380	11105	0.6030	100.0000	11105	3437	3449	0.6065	64	13.37
scaffold_92	70.7208	11022	0.5857	100.0000	11022	3850	3868	0.5911	70	13.42
scaffold_93	63.6886	9534	0.4608	100.0000	9534	3008	3003	0.4708	62	25.72
scaffold_94	19.9425	8577	0.3576	100.0000	8577	849	844	0.3458	17	18.46
scaffold_95	40.1762	8535	0.4255	100.0000	8535	1695	1700	0.4347	34	24.27
scaffold_96	9.7951	7775	0.3888	100.0000	7775	375	378	0.3866	10	3.86
scaffold_97	43.1924	7329	0.4179	100.0000	7329	1529	1537	0.4100	34	29.74
scaffold_98	10.1882	6386	0.3461	100.0000	6386	321	324	0.3482	10	4.12
scaffold_99	21.6989	6185	0.3293	100.0000	6185	655	674	0.3516	16	15.47
scaffold_100	20.3838	5388	0.3448	99.7402	5374	560	526	0.3604	16	12.53
scaffold_101	45.6437	5352	0.4154	100.0000	5352	1228	1198	0.4108	43	21.82
scaffold_102	28.2957	5242	0.4500	100.0000	5242	738	735	0.4514	28	5.18
scaffold_103	18.9856	5199	0.4287	100.0000	5199	487	493	0.4319	19	4.12
scaffold_104	25.2686	4612	0.3654	100.0000	4612	593	562	0.3679	24	10.25
scaffold_105	14.6800	4369	0.3584	100.0000	4369	314	322	0.3750	12	8.15
scaffold_106	27.1878	4339	0.3038	100.0000	4339	592	578	0.3052	26	10.14
scaffold_107	7.8747	4223	0.3620	99.7632	4213	166	164	0.3547	7	6.15
scaffold_108	30.9010	4140	0.3628	100.0000	4140	646	620	0.3651	30	8.87
scaffold_109	28.6521	4110	0.3562	100.0000	4110	572	591	0.3545	22	19.05
scaffold_110	19.0337	3883	0.3206	100.0000	3883	370	363	0.3245	19	6.26
scaffold_111	31.8091	3844	0.3348	100.0000	3844	608	602	0.3423	26	19.68
scaffold_112	59.9025	3620	0.5025	100.0000	3620	1071	1074	0.5122	62	16.91
scaffold_113	46.7626	3357	0.4060	100.0000	3357	790	768	0.4252	41	18.91
scaffold_114	48.2909	3328	0.4387	100.0000	3328	675	763	0.4445	37	40.81
scaffold_115	24.5793	3154	0.3136	100.0000	3154	387	380	0.3137	23	7.90
scaffold_116	32.4809	3121	0.4588	100.0000	3121	504	499	0.4562	32	10.82
scaffold_117	71.4809	3115	0.5242	100.0000	3115	1104	1101	0.5239	73	13.31
scaffold_118	37.6333	3030	0.4667	100.0000	3030	557	575	0.4682	34	14.65
scaffold_119	63.4460	2989	0.4921	100.0000	2989	922	954	0.5061	41	42.16
scaffold_120	20.3640	2956	0.3941	100.0000	2956	304	292	0.4155	18	10.22
scaffold_121	18.1222	2946	0.3951	100.0000	2946	264	267	0.3953	16	7.65
scaffold_122	28.1129	2844	0.4641	100.0000	2844	403	394	0.4687	27	6.45
scaffold_123	20.4124	2832	0.4548	100.0000	2832	287	291	0.4576	20	3.73
scaffold_124	27.4439	2771	0.2476	100.0000	2771	367	362	0.2512	28	8.07
scaffold_125	40.8912	2739	0.2855	99.9635	2738	484	479	0.3102	38	14.51
scaffold_126	7.0104	2689	0.3771	100.0000	2689	93	94	0.3759	7	2.68
scaffold_127	26.3285	2502	0.3609	100.0000	2502	348	303	0.3593	21	18.31
scaffold_128	58.8627	2477	0.4433	100.0000	2477	715	744	0.4576	59	22.08
scaffold_129	62.1674	2401	0.3153	100.0000	2401	733	744	0.3300	61	24.20
scaffold_130	329.6153	2376	0.3039	100.0000	2376	3862	3728	0.3351	411	177.70
scaffold_131	2719.7019	2301	0.5359	100.0000	2301	31133	31215	0.5413	2717	324.58
scaffold_132	65.1374	2169	0.4629	100.0000	2169	722	680	0.4581	63	20.28
scaffold_133	24.2524	2163	0.3578	100.0000	2163	260	241	0.3575	23	9.54
scaffold_134	42.7074	2160	0.3532	100.0000	2160	454	459	0.3567	41	14.33
scaffold_135	40.9013	2157	0.4803	100.0000	2157	428	447	0.4803	41	9.49
scaffold_136	37.5325	2139	0.3600	100.0000	2139	221	232	0.3686	36	8.90
scaffold_137	25.3101	2096	0.3063	100.0000	2096	268	259	0.3515	18	20.65
scaffold_138	1669.3274	2077	0.6057	100.0000	2077	15844	17390	0.6068	1568	1393.95
scaffold_139	23.2621	2068	0.3980	99.9516	2067	249	228	0.4013	19	12.24
scaffold_140	15.8724	2038	0.3690	100.0000	2038	164	158	0.3718	12	9.69
scaffold_141	36.2863	2026	0.4383	100.0000	2026	370	362	0.4380	35	10.55
scaffold_142	17.4856	2014	0.3272	99.3049	2000	174	175	0.3300	18	7.51
scaffold_143	2595.0105	2003	0.5042	100.0000	2003	25835	26120	0.5153	2452	440.66
scaffold_144	64.5574	1968	0.3643	99.3902	1956	617	649	0.3597	73	24.59
scaffold_145	35.1196	1965	0.4509	100.0000	1965	351	337	0.4557	35	8.49
scaffold_146	21.6590	1965	0.4407	100.0000	1965	212	212	0.4413	22	4.54
scaffold_147	38.9917	1934	0.4592	100.0000	1934	376	371	0.4553	35	18.99
scaffold_148	94.9000	1930	0.4974	100.0000	1930	900	918	0.4907	102	19.49
scaffold_149	30.2545	1929	0.4334	100.0000	1929	290	289	0.4354	28	9.39
scaffold_150	62.0556	1925	0.4784	100.0000	1925	586	606	0.4809	63	12.66
scaffold_151	28.3835	1799	0.4614	100.0000	1799	255	252	0.4593	28	6.83
scaffold_152	20.7661	1740	0.3799	99.5402	1732	174	188	0.3755	21	7.56
scaffold_153	41.0323	1703	0.2913	100.0000	1703	359	336	0.3203	24	36.33
scaffold_154	102.8780	1639	0.3771	99.9390	1638	885	789	0.3131	35	115.36
scaffold_155	10.2632	1630	0.3583	100.0000	1630	80	85	0.3555	10	4.89
scaffold_156	39.8554	1598	0.4099	100.0000	1598	305	327	0.3977	41	11.84
scaffold_157	42.1584	1585	0.3457	100.0000	1585	336	327	0.3474	42	16.36
scaffold_158	15.5688	1512	0.3148	98.6111	1491	119	115	0.3249	16	5.94
scaffold_159	352.4366	1450	0.3228	100.0000	1450	2582	2508	0.3214	386	116.39
scaffold_160	40.6256	1437	0.4168	100.0000	1437	314	269	0.4134	40	11.57
scaffold_161	248.1061	1432	0.3038	100.0000	1432	1791	1779	0.3049	253	26.54
scaffold_162	13.1862	1380	0.3725	100.0000	1380	98	84	0.3826	12	8.08
scaffold_163	422.2784	1358	0.3240	100.0000	1358	2865	2794	0.3247	422	102.67
scaffold_164	35.1635	1352	0.3402	100.0000	1352	231	241	0.3183	18	29.80
scaffold_165	42.0143	1328	0.4940	100.0000	1328	284	271	0.5098	36	19.66
scaffold_166	40.6843	1324	0.3769	100.0000	1324	285	255	0.3670	39	15.86
scaffold_167	29.1695	1215	0.4486	100.0000	1215	179	173	0.4630	26	11.72
scaffold_168	63.1739	1213	0.3932	100.0000	1213	400	363	0.3868	65	25.98
scaffold_169	40.7400	1173	0.4041	100.0000	1173	239	236	0.3947	41	8.37
scaffold_170	60.4572	1146	0.4092	100.0000	1146	339	349	0.3978	49	30.99
scaffold_171	15.2776	1124	0.3959	100.0000	1124	82	88	0.3994	14	7.92
scaffold_172	294.2455	1100	0.3291	100.0000	1100	1668	1564	0.3353	315	69.64
scaffold_173	33.7134	1099	0.3230	100.0000	1099	191	193	0.3145	29	19.91
scaffold_174	26.3358	1075	0.3516	100.0000	1075	142	139	0.3506	26	7.64
scaffold_175	42.4649	1069	0.3143	100.0000	1069	234	221	0.3145	43	7.69
scaffold_176	9.3422	1049	0.2946	100.0000	1049	47	50	0.3055	9	4.41
scaffold_177	39.9759	1036	0.3320	100.0000	1036	199	194	0.3336	39	9.81
scaffold_178	304.6777	1027	0.3077	100.0000	1027	1565	1593	0.3182	319	43.64
scaffold_179	11.8790	1008	0.3919	100.0000	1008	58	61	0.3711	10	7.22
scaffold_180	20.1904	1003	0.3789	99.5015	998	98	104	0.3826	21	6.38
