#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_55	23.1250	2585	0.3474	100.0000	2585	296	296	0.3598	20	12.21
scaffold_56	93.3304	2503	0.4714	100.0000	2503	1130	1147	0.5080	59	75.01
scaffold_57	63.1311	2487	0.4781	100.0000	2487	785	771	0.4883	58	26.18
scaffold_58	36.0972	2428	0.3567	100.0000	2428	447	422	0.3573	35	10.57
scaffold_59	11.8929	2400	0.2767	100.0000	2400	145	139	0.2788	9	10.10
scaffold_60	260.7759	2365	0.2918	100.0000	2365	3067	3036	0.2980	260	52.42
scaffold_61	25.9405	2285	0.3383	100.0000	2285	289	300	0.3387	25	7.46
scaffold_62	404.8757	2107	0.3085	100.0000	2107	4197	4319	0.3202	392	95.39
scaffold_63	71.2905	2041	0.4111	99.6080	2033	740	699	0.4655	51	45.82
scaffold_64	32.5261	1802	0.3596	100.0000	1802	298	283	0.3616	30	15.68
scaffold_65	228.2344	1800	0.2050	100.0000	1800	2044	2108	0.2275	233	98.31
scaffold_66	10.7458	1715	0.2035	100.0000	1715	94	89	0.2072	11	3.50
scaffold_67	26.3868	1714	0.3209	100.0000	1714	216	231	0.3164	25	10.30
scaffold_68	9.9459	1590	0.2365	100.0000	1590	79	78	0.2391	10	3.84
scaffold_69	383.5478	1548	0.2913	100.0000	1548	2882	3031	0.2932	375	81.01
scaffold_70	26.1474	1431	0.3096	100.0000	1431	185	187	0.3136	26	9.49
scaffold_71	1653.3592	1367	0.4623	100.0000	1367	10928	12106	0.4729	1484	483.42
scaffold_72	16.8726	1279	0.2971	100.0000	1279	114	101	0.2906	16	6.40
scaffold_73	15.2484	1268	0.2468	100.0000	1268	94	97	0.2547	13	8.55
scaffold_74	307.3844	1241	0.2675	100.0000	1241	1811	1962	0.2695	284	91.35
scaffold_75	2824.2516	1240	0.5298	100.0000	1240	18217	17028	0.5514	2600	1036.75
scaffold_76	24.6047	1232	0.2898	100.0000	1232	145	157	0.2868	23	7.17
scaffold_77	46.0205	1220	0.3057	100.0000	1220	257	302	0.2992	46	12.75
scaffold_78	7.6697	1193	0.2420	100.0000	1193	45	46	0.2445	8	2.78
scaffold_79	1744.2883	1117	0.4808	100.0000	1117	10055	9737	0.4950	1464	670.67
scaffold_80	12.9304	1092	0.1987	100.0000	1092	75	65	0.2020	13	4.51
scaffold_81	11.5207	1089	0.2029	100.0000	1089	69	57	0.2048	11	4.64
scaffold_82	214.5508	1064	0.5244	100.0000	1064	1126	1152	0.5387	208	63.56
