#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_40	40.2401	316699	0.4999	100.0000	316699	62846	62853	0.5032	40	9.06
scaffold_41	40.4234	246371	0.4963	100.0000	246371	49212	49242	0.4998	40	7.82
scaffold_42	38.8725	189433	0.4899	100.0000	189433	36169	36157	0.4934	39	7.76
scaffold_43	37.3725	181663	0.4740	100.0000	181663	33583	33487	0.4848	38	8.99
scaffold_44	39.8241	170379	0.4907	100.0000	170379	33523	33559	0.4947	39	8.23
scaffold_45	38.0441	167424	0.4820	100.0000	167424	31499	31554	0.4921	38	9.12
scaffold_46	39.5212	162562	0.4953	100.0000	162562	31751	31751	0.4982	39	7.81
scaffold_47	39.9643	138897	0.4975	100.0000	138897	27455	27490	0.5000	40	7.60
scaffold_48	40.7849	120934	0.5004	100.0000	120934	24382	24366	0.5027	41	7.68
scaffold_49	39.4212	104121	0.4841	100.0000	104121	20308	20278	0.4881	38	12.02
scaffold_50	38.4288	94198	0.4869	100.0000	94198	17929	17904	0.4939	38	8.58
scaffold_51	40.3150	86718	0.4966	100.0000	86718	17277	17274	0.4998	40	8.22
scaffold_52	39.3826	77411	0.4872	100.0000	77411	14634	14636	0.4887	38	9.53
scaffold_53	38.9641	76012	0.4944	100.0000	76012	14653	14673	0.4974	39	8.20
scaffold_54	39.5642	69255	0.4905	100.0000	69255	13585	13548	0.4936	39	7.54
scaffold_55	38.9529	67126	0.4874	100.0000	67126	12965	12926	0.4907	39	7.83
scaffold_56	58.1594	67073	0.5062	100.0000	67073	18955	19015	0.5213	41	173.77
scaffold_57	39.8987	66890	0.4969	100.0000	66890	13193	13223	0.5002	39	8.41
scaffold_58	45.0750	65824	0.4916	100.0000	65824	14587	14559	0.4947	41	22.02
scaffold_59	37.9797	59547	0.4875	100.0000	59547	11172	11188	0.4906	38	7.82
scaffold_60	38.3842	58179	0.4833	100.0000	58179	10796	10852	0.4830	38	10.01
scaffold_61	32.9628	53772	0.4193	99.9963	53770	8563	8571	0.4421	34	10.03
scaffold_62	37.2182	51794	0.4807	100.0000	51794	9545	9540	0.4820	37	7.26
scaffold_63	39.7021	45509	0.4966	100.0000	45509	8954	8943	0.5004	39	9.26
scaffold_64	41.2565	41266	0.4919	100.0000	41266	8483	8388	0.4967	38	21.23
scaffold_65	38.5100	40671	0.4835	100.0000	40671	7740	7764	0.4873	37	9.92
scaffold_66	54.5090	34817	0.4740	100.0000	34817	9283	9238	0.4717	38	69.55
scaffold_67	31.9855	34737	0.4278	100.0000	34737	5498	5484	0.4439	32	10.24
scaffold_68	35.5503	33233	0.4629	100.0000	33233	5861	5831	0.4664	35	6.83
scaffold_69	38.4396	33084	0.4937	100.0000	33084	6298	6292	0.4980	38	8.75
scaffold_70	41.3540	25328	0.4954	100.0000	25328	5222	5148	0.4963	39	15.99
scaffold_71	37.8316	24856	0.4907	100.0000	24856	4656	4665	0.4958	37	8.82
scaffold_72	41.3564	23700	0.4964	100.0000	23700	4846	4856	0.5023	40	9.97
scaffold_73	38.0203	22801	0.4821	100.0000	22801	4272	4310	0.4841	38	7.43
scaffold_74	46.7460	19354	0.4835	100.0000	19354	4482	4474	0.4883	40	18.98
scaffold_75	39.2791	19157	0.4914	100.0000	19157	3678	3737	0.4945	38	11.24
scaffold_76	45.8144	18371	0.4224	100.0000	18371	4150	4179	0.4206	34	56.62
scaffold_77	38.4950	17456	0.4927	100.0000	17456	3328	3332	0.4945	38	7.96
scaffold_78	36.6038	16286	0.4773	100.0000	16286	2946	2963	0.4800	36	7.33
scaffold_79	36.0095	15128	0.4812	100.0000	15128	2694	2697	0.4825	36	7.17
scaffold_80	39.6470	14690	0.4891	100.0000	14690	2887	2878	0.4918	39	10.16
scaffold_81	40.6250	13129	0.4801	100.0000	13129	2652	2633	0.4818	41	7.08
scaffold_82	38.4216	12943	0.4935	100.0000	12943	2476	2450	0.4970	39	7.44
scaffold_83	34.6812	12865	0.4248	100.0000	12865	2211	2205	0.4277	34	9.61
scaffold_84	41.8594	12502	0.4962	100.0000	12502	2595	2588	0.4989	40	10.39
scaffold_85	39.5532	12488	0.4956	100.0000	12488	2465	2439	0.5013	38	12.33
scaffold_86	33.8738	11971	0.4244	100.0000	11971	1982	2020	0.4667	36	13.64
scaffold_87	139.9600	11935	0.2610	100.0000	11935	8251	8224	0.2840	147	48.99
scaffold_88	45.0744	10932	0.5035	100.0000	10932	2261	2251	0.5064	44	11.97
scaffold_89	41.6861	9160	0.5078	100.0000	9160	1898	1890	0.5129	41	9.54
scaffold_90	38.1445	8091	0.4726	100.0000	8091	1521	1540	0.4798	37	11.09
scaffold_91	160.4989	7921	0.2915	100.0000	7921	6214	6256	0.3085	167	50.17
scaffold_92	43.1395	7772	0.4903	100.0000	7772	1651	1671	0.4980	38	23.62
scaffold_93	38.4635	7746	0.4814	100.0000	7746	1425	1440	0.4858	36	12.70
scaffold_94	37.7047	7315	0.4971	99.9043	7308	1361	1375	0.5014	37	7.41
scaffold_95	34.3232	7001	0.4799	100.0000	7001	1189	1188	0.4805	34	7.74
scaffold_96	1457.9334	6745	0.5016	100.0000	6745	48682	48950	0.5063	1438	205.98
scaffold_97	41.7857	6285	0.4880	100.0000	6285	1296	1306	0.4920	42	8.35
scaffold_98	11.7203	6175	0.2092	100.0000	6175	350	367	0.2185	11	4.75
scaffold_99	144.4308	6128	0.2484	100.0000	6128	4362	4401	0.2569	145	43.36
scaffold_100	18.0262	6102	0.2589	100.0000	6102	528	511	0.2609	18	5.54
scaffold_101	38.7938	6033	0.5016	100.0000	6033	1158	1160	0.5066	39	8.71
scaffold_102	148.7714	5760	0.3950	100.0000	5760	3416	3379	0.5054	33	660.69
scaffold_103	44.2795	5657	0.5388	100.0000	5657	1239	1247	0.5418	44	8.89
scaffold_104	39.4186	5631	0.4735	100.0000	5631	1077	1118	0.4928	41	10.06
scaffold_105	41.4474	5603	0.4949	100.0000	5603	1165	1140	0.4954	40	11.81
scaffold_106	38.9136	5451	0.4814	100.0000	5451	1058	1042	0.4834	38	7.60
scaffold_107	41.2875	5371	0.4779	100.0000	5371	1081	1124	0.4802	40	10.59
scaffold_108	250.2736	5315	0.4786	100.0000	5315	6651	6538	0.4807	252	35.43
scaffold_109	17.0326	4906	0.2699	100.0000	4906	376	376	0.2821	16	7.92
scaffold_110	103.2572	4467	0.4894	100.0000	4467	2259	2232	0.4933	104	20.21
scaffold_111	35.7034	4460	0.4731	100.0000	4460	788	790	0.4725	36	8.35
scaffold_112	31.0382	4372	0.3484	100.0000	4372	663	682	0.3528	30	7.43
scaffold_113	107.8810	4362	0.4874	100.0000	4362	2250	2414	0.5029	46	110.99
scaffold_114	1280.0443	4285	0.4922	100.0000	4285	27206	27288	0.4931	1274	141.56
scaffold_115	17.0637	4209	0.2792	100.0000	4209	370	342	0.3085	17	8.81
scaffold_116	37.3700	4003	0.4714	100.0000	4003	746	737	0.4733	37	8.49
scaffold_117	27.6747	3922	0.3712	100.0000	3922	513	563	0.4358	30	13.75
scaffold_118	112.8566	3871	0.4888	100.0000	3871	2181	2167	0.4884	113	13.43
scaffold_119	40.2796	3748	0.4800	100.0000	3748	746	752	0.4821	41	6.12
scaffold_120	31.8542	3670	0.3463	100.0000	3670	565	593	0.3520	31	8.12
scaffold_121	225.7602	3599	0.4646	99.9722	3598	4090	3957	0.4700	237	49.18
scaffold_122	40.2291	3557	0.4841	100.0000	3557	708	712	0.4832	37	14.88
scaffold_123	12.5213	3495	0.2704	100.0000	3495	220	213	0.2751	12	4.28
scaffold_124	115.0542	3361	0.5004	100.0000	3361	1944	1919	0.5009	114	17.66
scaffold_125	83.1760	3199	0.4680	100.0000	3199	1340	1316	0.4674	87	17.98
scaffold_126	98.8488	3056	0.4961	100.0000	3056	1251	1235	0.4991	99	19.21
scaffold_127	157.6510	3029	0.5695	100.0000	3029	1290	1282	0.5631	156	25.88
scaffold_128	80.5171	2949	0.5107	100.0000	2949	1163	1203	0.5102	81	9.44
scaffold_129	35.1954	2891	0.5019	100.0000	2891	502	510	0.5007	35	6.97
scaffold_130	77.8367	2866	0.5188	100.0000	2866	1101	1110	0.5216	78	14.31
scaffold_131	39.1399	2803	0.4748	100.0000	2803	556	536	0.4780	40	8.08
scaffold_132	114.4586	2802	0.4996	100.0000	2802	1589	1604	0.5003	116	16.89
scaffold_133	72.0873	2703	0.4769	100.0000	2703	969	973	0.4756	73	11.52
scaffold_134	41.9284	2557	0.4959	100.0000	2557	535	526	0.4976	41	10.70
scaffold_135	80.8499	2551	0.5096	100.0000	2551	1024	1022	0.5116	81	14.07
scaffold_136	15.8820	2499	0.2653	100.0000	2499	194	199	0.2825	15	6.96
scaffold_137	194.9377	2472	0.5372	100.0000	2472	2327	2484	0.5503	162	95.48
scaffold_138	42.4002	2451	0.4933	100.0000	2451	507	532	0.5026	37	16.40
scaffold_139	29.2483	2396	0.3385	100.0000	2396	338	357	0.3388	29	6.24
scaffold_140	79.4551	2395	0.5232	100.0000	2395	950	943	0.5260	80	10.37
scaffold_141	92.7925	2347	0.4674	100.0000	2347	1097	1080	0.4691	93	21.58
scaffold_142	33.2920	2332	0.3220	100.0000	2332	379	391	0.3261	33	7.52
scaffold_143	37.2642	2248	0.4956	100.0000	2248	424	410	0.5024	36	8.79
scaffold_144	571.5253	2096	0.5348	100.0000	2096	6036	5519	0.5393	531	257.11
scaffold_145	219.4179	2034	0.5039	100.0000	2034	2146	2249	0.4987	204	83.15
scaffold_146	174.6759	1959	0.5125	100.0000	1959	1704	1705	0.5149	176	17.18
scaffold_147	73.1556	1928	0.4886	100.0000	1928	685	718	0.4872	74	13.85
scaffold_148	77.8899	1926	0.4813	100.0000	1926	753	740	0.4860	72	28.84
scaffold_149	113.6138	1916	0.5047	100.0000	1916	1079	1079	0.5089	118	24.23
scaffold_150	40.0820	1902	0.4890	100.0000	1902	385	371	0.4871	42	8.45
scaffold_151	146.4651	1849	0.5652	100.0000	1849	1090	1133	0.5622	89	94.20
scaffold_152	223.9598	1839	0.5041	100.0000	1839	2056	2030	0.5056	232	38.97
scaffold_153	7.0368	1793	0.1818	100.0000	1793	66	59	0.1830	7	2.74
scaffold_154	83.0509	1787	0.5036	100.0000	1787	729	738	0.5040	81	24.81
scaffold_155	78.6655	1743	0.5112	100.0000	1743	690	668	0.5119	78	15.65
scaffold_156	110.0017	1720	0.5110	100.0000	1720	929	948	0.5075	113	19.02
scaffold_157	318.4149	1699	0.5150	100.0000	1699	2720	2717	0.5195	261	128.12
scaffold_158	161.2602	1691	0.5062	100.0000	1691	1348	1377	0.5076	164	21.64
scaffold_159	47.4790	1497	0.4883	100.0000	1497	366	343	0.4942	47	14.18
scaffold_160	112.1658	1472	0.4803	100.0000	1472	578	592	0.4742	115	19.78
scaffold_161	81.6448	1461	0.5003	100.0000	1461	606	585	0.5073	84	15.57
scaffold_162	59.7025	1425	0.5025	100.0000	1425	445	412	0.4982	50	25.12
scaffold_163	74.2734	1423	0.4462	100.0000	1423	531	532	0.4488	75	11.18
scaffold_164	39.3676	1360	0.5581	100.0000	1360	265	267	0.5588	40	10.93
scaffold_165	58.3722	1354	0.4793	100.0000	1354	374	366	0.4810	44	42.74
scaffold_166	18.5239	1317	0.3311	100.0000	1317	123	119	0.3388	19	5.42
scaffold_167	70.5355	1311	0.5004	100.0000	1311	475	450	0.4999	72	14.93
scaffold_168	166.7490	1283	0.4934	100.0000	1283	1076	1070	0.4948	171	26.51
scaffold_169	116.4869	1259	0.4782	100.0000	1259	758	724	0.4820	118	14.36
scaffold_170	126.5008	1248	0.5825	100.0000	1248	796	769	0.5860	138	34.10
scaffold_171	34.6000	1240	0.4452	100.0000	1240	201	226	0.4423	34	11.67
scaffold_172	86.5789	1235	0.5077	100.0000	1235	527	550	0.5098	84	11.63
scaffold_173	121.5373	1206	0.5083	100.0000	1206	738	731	0.5108	123	20.87
scaffold_174	89.4209	1195	0.5314	100.0000	1195	554	533	0.5316	91	13.60
scaffold_175	72.6306	1191	0.4584	100.0000	1191	435	440	0.4603	74	10.14
scaffold_176	32.5475	1178	0.3209	100.0000	1178	184	196	0.3156	35	9.77
scaffold_177	6.2796	1141	0.1849	100.0000	1141	35	36	0.1945	6	2.09
scaffold_178	39.9086	1116	0.3710	100.0000	1116	209	232	0.3630	41	12.34
