#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_22	62.6903	447533	0.5608	100.0000	447533	138187	138271	0.5693	63	12.90
scaffold_23	62.5236	433961	0.5579	100.0000	433961	133844	133899	0.5687	63	14.18
scaffold_24	63.5854	402523	0.5624	100.0000	402523	126419	126421	0.5695	64	12.52
scaffold_25	63.0142	399619	0.5645	100.0000	399619	124461	124515	0.5706	63	12.04
scaffold_26	62.7226	397882	0.5573	99.9987	397877	122893	122949	0.5666	63	13.58
scaffold_27	63.8322	395543	0.5645	100.0000	395543	124672	124694	0.5704	64	11.89
scaffold_28	63.2343	387802	0.5595	100.0000	387802	121218	121160	0.5663	63	12.47
scaffold_29	62.4964	381179	0.5562	100.0000	381179	117353	117367	0.5653	63	13.41
scaffold_30	63.2961	374420	0.5609	100.0000	374420	116986	117021	0.5670	63	12.19
scaffold_31	62.2791	369240	0.5634	100.0000	369240	113471	113482	0.5705	63	12.31
scaffold_32	63.0424	363500	0.5602	100.0000	363500	113136	113273	0.5678	63	12.73
scaffold_33	62.8836	348105	0.5592	100.0000	348105	108223	108237	0.5685	63	13.38
scaffold_34	61.5460	343181	0.5536	100.0000	343181	104459	104485	0.5630	62	13.49
scaffold_35	63.3998	337477	0.5638	100.0000	337477	105812	105848	0.5703	63	12.12
scaffold_36	61.6809	337043	0.5565	100.0000	337043	102420	102394	0.5678	63	14.42
scaffold_37	62.2721	330479	0.5570	100.0000	330479	101696	101743	0.5660	63	13.33
scaffold_38	63.9497	329780	0.5620	100.0000	329780	102920	102908	0.5710	64	13.43
scaffold_39	61.9721	325158	0.5541	100.0000	325158	99570	99569	0.5663	63	14.35
scaffold_40	61.7905	323022	0.5550	100.0000	323022	98694	98734	0.5657	63	14.20
scaffold_41	62.1271	321423	0.5577	100.0000	321423	98792	98679	0.5673	63	13.56
scaffold_42	62.2057	318988	0.5579	100.0000	318988	98035	98003	0.5691	63	14.07
scaffold_43	62.9512	318509	0.5577	100.0000	318509	98226	98215	0.5680	64	13.64
scaffold_44	62.4292	318075	0.5554	100.0000	318075	97754	97788	0.5665	63	13.85
scaffold_45	62.1080	313685	0.5564	100.0000	313685	95942	96004	0.5673	63	14.26
scaffold_46	63.7882	310090	0.5577	100.0000	310090	95476	95537	0.5656	63	19.41
scaffold_47	62.7482	307188	0.5601	100.0000	307188	94148	94143	0.5672	63	12.74
scaffold_48	62.7572	306787	0.5589	100.0000	306787	95216	95249	0.5674	63	13.03
scaffold_49	62.0781	285999	0.5555	100.0000	285999	87338	87290	0.5664	63	14.26
scaffold_50	60.6717	237459	0.5526	100.0000	237459	71184	71230	0.5655	62	15.03
scaffold_51	68.9137	235064	0.5649	100.0000	235064	74197	74213	0.5717	65	21.27
scaffold_52	63.3932	228600	0.5650	100.0000	228600	71553	71547	0.5722	63	12.85
scaffold_53	63.8024	225777	0.5619	100.0000	225777	71214	71277	0.5682	64	12.34
scaffold_54	62.5470	224009	0.5596	100.0000	224009	69147	69103	0.5689	63	13.67
scaffold_55	60.8091	219655	0.5530	100.0000	219655	66031	66112	0.5638	62	13.63
scaffold_56	61.7183	216544	0.5538	100.0000	216544	66030	66017	0.5671	63	14.60
scaffold_57	63.9664	208521	0.5553	100.0000	208521	63958	64057	0.5657	64	15.16
scaffold_58	62.6790	200267	0.5602	100.0000	200267	62003	62050	0.5676	63	12.76
scaffold_59	61.9086	199572	0.5565	100.0000	199572	61013	61008	0.5669	63	13.95
scaffold_60	63.2453	197180	0.5606	100.0000	197180	61598	61573	0.5679	63	12.47
scaffold_61	64.3106	194338	0.5645	100.0000	194338	61714	61647	0.5707	64	12.49
scaffold_62	63.7535	189452	0.5584	99.9989	189450	59231	59275	0.5654	64	12.43
scaffold_63	63.8111	189318	0.5605	100.0000	189318	59606	59598	0.5690	64	13.21
scaffold_64	57.8389	188836	0.5347	100.0000	188836	53992	54003	0.5607	61	18.39
scaffold_65	62.0339	175992	0.5593	100.0000	175992	53928	53968	0.5711	63	14.52
scaffold_66	62.6439	171056	0.5585	100.0000	171056	52698	52726	0.5676	63	13.04
scaffold_67	63.2597	166956	0.5681	100.0000	166956	52267	52215	0.5749	63	12.17
scaffold_68	70.5343	166505	0.5473	100.0000	166505	58041	58117	0.5705	64	57.66
scaffold_69	63.8195	166422	0.5641	100.0000	166422	52387	52429	0.5710	64	12.43
scaffold_70	61.7529	155104	0.5571	100.0000	155104	47228	47165	0.5662	62	13.17
scaffold_71	62.0476	150644	0.5570	100.0000	150644	45938	45951	0.5648	62	12.55
scaffold_72	59.5146	146747	0.5463	100.0000	146747	43148	43195	0.5633	61	16.11
scaffold_73	61.1604	145178	0.5505	100.0000	145178	43914	43933	0.5628	62	14.56
scaffold_74	62.8168	139609	0.5624	100.0000	139609	43004	43041	0.5704	63	13.07
scaffold_75	61.8067	135472	0.5560	100.0000	135472	41271	41246	0.5663	63	13.46
scaffold_76	61.8688	129059	0.5593	100.0000	129059	39494	39517	0.5708	62	14.72
scaffold_77	58.1739	127360	0.5359	100.0000	127360	36529	36572	0.5618	61	18.26
scaffold_78	61.4946	120738	0.5534	100.0000	120738	36577	36582	0.5640	63	13.85
scaffold_79	63.2185	119930	0.5658	100.0000	119930	37453	37432	0.5763	64	13.26
scaffold_80	63.1375	107337	0.5657	100.0000	107337	33482	33477	0.5759	64	13.30
scaffold_81	64.0199	101153	0.5619	100.0000	101153	31428	31464	0.5698	65	13.37
scaffold_82	62.0389	98421	0.5582	100.0000	98421	30208	30200	0.5660	62	12.98
scaffold_83	62.2600	97978	0.5607	100.0000	97978	30163	30189	0.5684	62	12.73
scaffold_84	63.8248	93047	0.5542	100.0000	93047	29233	29355	0.5629	61	31.70
scaffold_85	61.6208	89931	0.5531	100.0000	89931	27406	27407	0.5633	63	13.62
scaffold_86	61.4553	89251	0.5501	100.0000	89251	26851	26896	0.5660	63	15.44
scaffold_87	57.0732	81638	0.5339	100.0000	81638	22905	22930	0.5626	61	19.24
scaffold_88	55.7430	78429	0.5260	100.0000	78429	21602	21604	0.5568	59	18.95
scaffold_89	61.5158	74686	0.5592	100.0000	74686	22699	22722	0.5673	62	12.90
scaffold_90	50.6939	74132	0.5173	100.0000	74132	18503	18475	0.5382	50	18.35
scaffold_91	61.4835	62654	0.5584	100.0000	62654	19051	19060	0.5671	62	12.86
scaffold_92	61.0544	62007	0.5535	100.0000	62007	18723	18729	0.5647	62	13.62
scaffold_93	49.0998	60381	0.5113	100.0000	60381	14667	14670	0.5364	51	18.24
scaffold_94	59.0671	58485	0.5426	100.0000	58485	17091	17095	0.5613	60	15.99
scaffold_95	50.7018	58378	0.5198	100.0000	58378	14543	14585	0.5299	48	21.59
scaffold_96	55.8179	55120	0.5364	100.0000	55120	15212	15233	0.5451	56	12.90
scaffold_97	43.9308	54205	0.4764	100.0000	54205	11755	11737	0.5284	47	20.05
scaffold_98	55.3040	52990	0.5331	100.0000	52990	14414	14442	0.5538	55	23.60
scaffold_99	36.8623	47503	0.4560	100.0000	47503	8657	8671	0.5108	33	21.33
scaffold_100	44.2019	40456	0.4758	100.0000	40456	8862	8857	0.5289	43	27.41
scaffold_101	56.0930	40061	0.5186	100.0000	40061	11067	11067	0.5571	60	20.29
scaffold_102	58.3017	38188	0.5446	100.0000	38188	11022	11003	0.5567	60	14.12
scaffold_103	60.3154	36854	0.5441	100.0000	36854	10996	10988	0.5612	62	15.59
scaffold_104	34.6761	36313	0.4311	100.0000	36313	6224	6241	0.4885	34	18.72
scaffold_105	50.4313	35777	0.4810	100.0000	35777	8732	8741	0.5553	58	24.62
scaffold_106	53.0058	35186	0.5180	100.0000	35186	9216	9241	0.5380	50	27.49
scaffold_107	57.8789	34223	0.5302	100.0000	34223	9509	9529	0.5412	54	28.82
scaffold_108	51.0914	32534	0.5142	100.0000	32534	8199	8247	0.5525	54	19.24
scaffold_109	57.5786	30827	0.5316	100.0000	30827	8779	8775	0.5640	60	18.39
scaffold_110	49.4898	30798	0.5181	100.0000	30798	7541	7554	0.5391	49	20.29
scaffold_111	61.9542	29350	0.5541	100.0000	29350	8982	8989	0.5668	63	14.78
scaffold_112	63.2090	29257	0.5585	100.0000	29257	9155	9143	0.5646	63	12.39
scaffold_113	54.3632	29183	0.5285	100.0000	29183	7851	7847	0.5396	53	19.39
scaffold_114	55.9192	28780	0.5382	100.0000	28780	7948	7953	0.5487	55	16.12
scaffold_115	36.7190	28426	0.4248	100.0000	28426	5139	5189	0.4949	39	21.17
scaffold_116	64.7132	27425	0.5659	100.0000	27425	8798	8774	0.5718	64	12.48
scaffold_117	46.7515	26693	0.4934	100.0000	26693	6179	6184	0.5265	48	17.55
scaffold_118	54.1949	25870	0.5308	100.0000	25870	6925	6942	0.5467	55	14.95
scaffold_119	51.3435	25351	0.5371	100.0000	25351	6431	6444	0.5504	52	13.61
scaffold_120	53.6641	24674	0.5192	100.0000	24674	6550	6549	0.5497	57	19.20
scaffold_121	64.1256	22914	0.5434	100.0000	22914	7277	7274	0.5539	58	70.99
scaffold_122	56.4551	21752	0.5282	100.0000	21752	6086	6065	0.5555	59	17.79
scaffold_123	21.1010	21591	0.3410	100.0000	21591	2249	2243	0.4237	14	16.22
scaffold_124	45.0080	21198	0.4754	100.0000	21198	4680	4748	0.5122	44	23.21
scaffold_125	45.8367	20532	0.4561	100.0000	20532	4677	4579	0.5035	44	52.68
scaffold_126	47.5903	18930	0.4910	100.0000	18930	4450	4462	0.5368	54	22.16
scaffold_127	50.0602	18721	0.5201	100.0000	18721	4634	4644	0.5298	48	15.08
scaffold_128	58.5110	18036	0.5452	100.0000	18036	5212	5229	0.5644	61	15.73
scaffold_129	60.4351	17810	0.5098	100.0000	17810	5272	5389	0.5352	51	46.07
scaffold_130	47.1951	17790	0.5168	100.0000	17790	4163	4152	0.5291	47	14.79
scaffold_131	53.2903	17272	0.5104	100.0000	17272	4561	4551	0.5592	58	20.78
scaffold_132	52.6762	16786	0.5210	100.0000	16786	4387	4369	0.5443	52	16.36
scaffold_133	47.5451	16701	0.5131	100.0000	16701	3862	3871	0.5282	46	14.31
scaffold_134	248.3834	16559	0.5366	100.0000	16559	20049	20659	0.5270	54	742.68
scaffold_135	11.2852	15913	0.3562	100.0000	15913	868	909	0.3615	10	6.50
scaffold_136	49.2638	15737	0.5010	100.0000	15737	3838	3832	0.5166	44	26.08
scaffold_137	13.3476	15175	0.3230	100.0000	15175	987	1019	0.3579	12	8.73
scaffold_138	56.6630	14992	0.5350	100.0000	14992	4223	4187	0.5476	51	29.82
scaffold_139	25.1602	14782	0.4029	100.0000	14782	1843	1837	0.4878	16	21.41
scaffold_140	47.6270	14208	0.5180	100.0000	14208	3349	3348	0.5272	47	13.23
scaffold_141	82.4339	14027	0.5502	100.0000	14027	5669	5638	0.5637	61	123.70
scaffold_142	74.9388	13762	0.5424	100.0000	13762	5214	4989	0.5539	57	134.87
scaffold_143	52.1262	13337	0.5273	100.0000	13337	3454	3414	0.5441	51	18.94
scaffold_144	13.2986	12741	0.3004	100.0000	12741	838	814	0.3157	12	6.05
scaffold_145	47.9392	12401	0.4919	100.0000	12401	2931	2954	0.5290	49	20.06
scaffold_146	6.6684	12145	0.3181	100.0000	12145	401	400	0.3218	6	2.67
scaffold_147	36.5979	11682	0.4080	100.0000	11682	2119	2117	0.5037	39	24.32
scaffold_148	65.1330	11453	0.3499	100.0000	11453	3858	3503	0.4905	21	278.87
scaffold_149	58.0438	11373	0.5329	100.0000	11373	3268	3282	0.5449	54	25.17
scaffold_150	57.9442	11363	0.5223	100.0000	11363	3266	3253	0.5544	61	19.11
scaffold_151	54.8024	11135	0.5367	100.0000	11135	3031	3027	0.5442	54	14.88
scaffold_152	39.9346	11019	0.4291	100.0000	11019	2190	2167	0.5070	44	21.93
scaffold_153	68.0550	10599	0.5727	100.0000	10599	3564	3599	0.5788	62	33.29
scaffold_154	227.4610	10574	0.5795	100.0000	10574	12105	11702	0.5813	63	641.91
scaffold_155	61.3611	10396	0.5568	100.0000	10396	3162	3151	0.5853	64	17.42
scaffold_156	31.4198	10325	0.4062	100.0000	10325	1583	1590	0.4725	30	17.66
scaffold_157	43.0522	10103	0.4412	100.0000	10103	2152	2155	0.5121	45	23.25
scaffold_158	43.6115	9640	0.4663	100.0000	9640	2083	2079	0.5167	47	20.89
scaffold_159	144.7287	9439	0.4086	99.9682	9436	6737	6791	0.5384	16	211.40
scaffold_160	19.6459	9422	0.3328	100.0000	9422	884	910	0.3460	20	7.33
scaffold_161	277.6481	9258	0.5405	100.0000	9258	11449	11144	0.4799	63	670.46
scaffold_162	66.2426	9020	0.5292	100.0000	9020	2977	2940	0.5458	50	44.28
scaffold_163	10.3870	8757	0.2790	100.0000	8757	451	450	0.2853	10	3.61
scaffold_164	56.0343	8513	0.5331	100.0000	8513	2365	2362	0.5469	57	13.36
scaffold_165	20.7630	8349	0.3099	100.0000	8349	874	843	0.3339	18	13.13
scaffold_166	51.4833	8226	0.5120	100.0000	8226	2118	2080	0.5178	49	17.59
scaffold_167	90.6824	7972	0.5074	100.0000	7972	3535	3589	0.5335	58	76.02
scaffold_168	13.0735	7956	0.3121	100.0000	7956	517	512	0.3157	13	4.14
scaffold_169	15.7853	7951	0.2976	100.0000	7951	625	617	0.3146	15	6.19
scaffold_170	36.1093	7741	0.4042	100.0000	7741	1398	1367	0.4946	28	24.03
scaffold_171	36.9451	7730	0.4194	100.0000	7730	1421	1404	0.5116	38	23.06
scaffold_172	38.4227	7703	0.4139	100.0000	7703	1478	1453	0.5199	48	24.99
scaffold_173	52.6426	7638	0.5137	100.0000	7638	1979	2011	0.5281	49	24.40
scaffold_174	11.2179	7503	0.2976	100.0000	7503	417	413	0.3029	11	3.81
scaffold_175	93.5907	7297	0.5034	100.0000	7297	3339	3410	0.5516	52	164.23
scaffold_176	20.4047	7211	0.3723	100.0000	7211	681	690	0.3688	19	7.19
scaffold_177	60.2021	7057	0.5373	100.0000	7057	2114	2091	0.5547	61	16.70
scaffold_178	96.4571	6900	0.5229	100.0000	6900	3280	3314	0.5332	97	26.57
scaffold_179	11.3686	6896	0.3086	100.0000	6896	382	391	0.3114	11	3.75
scaffold_180	39.4916	6880	0.4235	100.0000	6880	1360	1331	0.5027	25	34.07
scaffold_181	61.5573	6785	0.6013	100.0000	6785	2065	2071	0.6082	63	11.81
scaffold_182	54.1549	6766	0.4598	100.0000	6766	1816	1784	0.4918	46	28.33
scaffold_183	19.6081	6757	0.2870	100.0000	6757	655	655	0.4050	12	17.40
scaffold_184	8.2261	6746	0.2766	100.0000	6746	278	270	0.2838	8	3.09
scaffold_185	15.0570	6733	0.3360	99.8663	6724	513	490	0.3402	15	5.17
scaffold_186	17.8433	6702	0.2968	100.0000	6702	589	570	0.3105	16	6.84
scaffold_187	64.2633	6638	0.5750	100.0000	6638	2111	2112	0.5881	57	33.18
scaffold_188	19.1835	6576	0.3242	100.0000	6576	619	583	0.3234	18	7.70
scaffold_189	19.9536	6527	0.3262	100.0000	6527	639	652	0.3454	18	8.20
scaffold_190	62.4198	6493	0.5224	100.0000	6493	2006	2005	0.5465	60	24.10
scaffold_191	52.6570	6403	0.5185	100.0000	6403	1683	1667	0.5392	51	18.94
scaffold_192	27.7744	6156	0.4066	99.7563	6141	668	655	0.4032	26	10.57
scaffold_193	17.7688	6115	0.3181	100.0000	6115	539	535	0.3337	17	7.78
scaffold_194	18.2886	6085	0.3341	100.0000	6085	530	533	0.3442	17	6.02
scaffold_195	10.9175	5903	0.2504	99.4748	5872	317	321	0.2547	11	4.31
scaffold_196	255.2343	5898	0.4493	100.0000	5898	7464	7441	0.5463	292	233.73
scaffold_197	13.2208	5869	0.2634	100.0000	5869	369	398	0.2710	12	6.41
scaffold_198	15.0914	5779	0.3533	100.0000	5779	438	425	0.3554	15	5.21
scaffold_199	62.5301	5663	0.5280	100.0000	5663	1778	1726	0.5415	53	37.04
scaffold_200	53.7216	5661	0.5294	100.0000	5661	1493	1517	0.5380	52	18.58
scaffold_201	9.8425	5643	0.2660	100.0000	5643	272	277	0.2708	10	3.42
scaffold_202	39.8890	5640	0.4468	100.0000	5640	1125	1102	0.5091	43	20.90
scaffold_203	3239.8627	5609	0.5263	100.0000	5609	89646	90407	0.5446	3368	864.74
scaffold_204	54.5712	5504	0.5458	100.0000	5504	1485	1488	0.5526	54	14.36
scaffold_205	8.6083	5464	0.2224	100.0000	5464	232	234	0.2270	8	3.90
scaffold_206	26.0116	5451	0.3818	100.0000	5451	700	702	0.4323	19	23.64
scaffold_207	45.3078	5445	0.5124	100.0000	5445	1229	1216	0.5208	44	12.67
scaffold_208	32.6235	5400	0.3709	100.0000	5400	870	872	0.4656	22	22.25
scaffold_209	54.0361	5380	0.5433	100.0000	5380	1444	1443	0.5531	56	14.27
scaffold_210	6.9100	5287	0.3526	100.0000	5287	177	184	0.3555	7	2.47
scaffold_211	26.7835	5266	0.3963	100.0000	5266	659	640	0.3967	24	11.14
scaffold_212	297.7194	5242	0.5721	100.0000	5242	7543	7940	0.5844	138	318.86
scaffold_213	23.7335	5179	0.3062	100.0000	5179	572	563	0.3089	22	7.98
scaffold_214	18.1086	5173	0.3424	100.0000	5173	453	475	0.3420	17	6.08
scaffold_215	7.1223	5150	0.1948	100.0000	5150	181	181	0.1990	7	2.78
scaffold_216	50.8422	5100	0.3394	100.0000	5100	1322	1258	0.4804	14	119.86
scaffold_217	101.8794	5040	0.5315	100.0000	5040	2598	2542	0.5493	102	35.33
scaffold_218	16.8440	5018	0.2844	100.0000	5018	410	393	0.3188	16	9.04
scaffold_219	10.2914	5004	0.2278	100.0000	5004	260	249	0.2317	10	4.55
scaffold_220	7.3355	4987	0.3427	100.0000	4987	176	168	0.3446	7	2.75
scaffold_221	85.7535	4929	0.4443	100.0000	4929	2080	2099	0.5078	93	43.17
scaffold_222	61.5816	4919	0.5656	100.0000	4919	1481	1489	0.5725	62	11.63
scaffold_223	7.0183	4817	0.3120	100.0000	4817	168	167	0.3179	7	3.01
scaffold_224	47.9488	4766	0.4507	100.0000	4766	1130	1129	0.5260	56	23.93
scaffold_225	52.3166	4599	0.3814	100.0000	4599	1185	1196	0.5255	11	132.71
scaffold_226	68.1512	4504	0.4862	100.0000	4504	1522	1516	0.5336	67	40.45
scaffold_227	18.7103	4394	0.3109	100.0000	4394	427	387	0.3203	17	8.73
scaffold_228	56.1223	4219	0.5238	100.0000	4219	1181	1172	0.5291	54	20.90
scaffold_229	6.9579	4156	0.3008	100.0000	4156	145	141	0.3068	7	2.63
scaffold_230	19.5244	3976	0.3199	100.0000	3976	316	319	0.3221	19	5.14
scaffold_231	73.6169	3975	0.5431	100.0000	3975	1461	1436	0.5437	66	33.87
scaffold_232	19.8875	3920	0.3408	100.0000	3920	385	387	0.3553	19	8.43
scaffold_233	8.4022	3884	0.2358	100.0000	3884	160	162	0.2440	8	3.49
scaffold_234	7.1189	3819	0.2074	100.0000	3819	136	133	0.2162	7	3.03
scaffold_235	103.1815	3819	0.4360	100.0000	3819	1865	2022	0.5201	32	145.60
scaffold_236	163.0119	3787	0.4299	100.0000	3787	3073	3033	0.5449	13	229.33
scaffold_237	18.2850	3705	0.3430	100.0000	3705	341	330	0.3441	17	6.82
scaffold_238	284.8988	3509	0.4583	100.0000	3509	4968	4926	0.5426	429	241.48
scaffold_239	18.4070	3472	0.3649	100.0000	3472	327	306	0.3697	17	8.89
scaffold_240	18.2305	3431	0.3288	100.0000	3431	304	316	0.3294	18	5.42
scaffold_241	22.6069	3427	0.3767	100.0000	3427	385	383	0.3752	22	7.62
scaffold_242	26.5405	3404	0.3405	100.0000	3404	467	429	0.3885	22	27.86
scaffold_243	15.1855	3358	0.2436	100.0000	3358	250	226	0.2525	16	5.91
scaffold_244	40.2528	3351	0.4252	100.0000	3351	658	679	0.5311	47	25.47
scaffold_245	12.4212	3338	0.2603	100.0000	3338	203	207	0.2720	13	5.39
scaffold_246	7.8985	3271	0.3791	100.0000	3271	129	126	0.3784	8	3.07
scaffold_247	6.5332	3265	0.3237	100.0000	3265	105	106	0.3228	6	3.05
scaffold_248	15.4138	3207	0.3131	99.9688	3206	246	242	0.3167	15	5.65
scaffold_249	13.7337	3199	0.3836	100.0000	3199	214	221	0.3893	13	5.72
scaffold_250	1377.7418	3172	0.5892	100.0000	3172	21723	21506	0.5918	1098	607.13
scaffold_251	22.6625	3150	0.3327	100.0000	3150	350	359	0.3372	23	5.69
scaffold_252	89.2090	3149	0.5414	100.0000	3149	1367	1417	0.5537	105	41.81
scaffold_253	44.7940	3121	0.5168	100.0000	3121	696	689	0.5283	45	12.44
scaffold_254	95.1020	3097	0.5263	100.0000	3097	1433	1524	0.5461	54	88.32
scaffold_255	65.8167	3061	0.5191	100.0000	3061	987	1003	0.5335	55	30.67
scaffold_256	116.9248	3060	0.5598	100.0000	3060	1790	1773	0.5657	115	21.56
scaffold_257	11.9852	3042	0.2610	100.0000	3042	182	179	0.2598	12	3.78
scaffold_258	19.3322	3040	0.3467	100.0000	3040	290	292	0.3549	18	6.83
scaffold_259	18.2438	3027	0.3267	100.0000	3027	271	275	0.3398	15	10.16
scaffold_260	84.4875	2989	0.5102	100.0000	2989	1249	1265	0.5171	86	23.97
scaffold_261	48.4252	2975	0.5203	100.0000	2975	706	723	0.5271	50	10.36
scaffold_262	231.6389	2944	0.5394	100.0000	2944	3371	3377	0.5448	246	66.53
scaffold_263	57.5708	2943	0.5382	100.0000	2943	842	848	0.5443	58	12.65
scaffold_264	60.6764	2917	0.5245	100.0000	2917	883	882	0.5299	51	30.24
scaffold_265	10.0772	2890	0.2159	100.0000	2890	133	156	0.2392	8	7.01
scaffold_266	9.1718	2794	0.2570	100.0000	2794	129	125	0.2618	9	3.33
scaffold_267	47.6996	2793	0.5260	100.0000	2793	664	667	0.5334	46	9.52
scaffold_268	19.0464	2759	0.3382	99.9275	2757	269	252	0.3392	19	7.53
scaffold_269	19.0255	2711	0.3368	99.9262	2709	250	261	0.3411	18	8.76
scaffold_270	51.0738	2697	0.4698	100.0000	2697	682	682	0.5133	53	18.66
scaffold_271	16.9388	2680	0.3257	100.0000	2680	215	235	0.3439	16	7.94
scaffold_272	21.5355	2661	0.3525	100.0000	2661	272	296	0.3507	18	10.39
scaffold_273	162.5750	2661	0.5626	100.0000	2661	2128	2101	0.5842	117	127.61
scaffold_274	39.2438	2646	0.5000	100.0000	2646	521	506	0.5085	37	14.09
scaffold_275	22.1751	2621	0.4227	100.0000	2621	290	287	0.4240	21	7.70
scaffold_276	21.3521	2610	0.3674	100.0000	2610	279	273	0.3689	21	7.87
scaffold_277	50.2937	2584	0.5143	100.0000	2584	647	644	0.5201	50	12.51
scaffold_278	53.1968	2536	0.5418	100.0000	2536	669	676	0.5508	54	15.45
scaffold_279	55.5920	2505	0.5489	100.0000	2505	686	695	0.5629	57	16.89
scaffold_280	83.5900	2500	0.5380	100.0000	2500	1057	1031	0.5606	83	45.05
scaffold_281	13.2578	2479	0.2525	100.0000	2479	173	153	0.2744	14	7.27
scaffold_282	48.7704	2461	0.5339	100.0000	2461	602	590	0.5465	46	16.11
scaffold_283	137.8873	2396	0.5205	100.0000	2396	1534	1740	0.5419	54	160.44
scaffold_284	24.5806	2387	0.3569	100.0000	2387	283	270	0.3480	23	8.47
scaffold_285	26.3819	2383	0.3672	100.0000	2383	303	311	0.3675	25	8.84
scaffold_286	17.3943	2361	0.3266	100.0000	2361	195	211	0.3751	20	9.74
scaffold_287	7.3513	2280	0.2132	100.0000	2280	82	84	0.2144	6	3.30
scaffold_288	123.9886	2277	0.5239	100.0000	2277	1440	1407	0.5283	109	70.57
scaffold_289	5.5979	2273	0.1716	100.0000	2273	64	62	0.1726	5	2.58
scaffold_290	20.7221	2249	0.3762	99.7777	2244	228	233	0.3804	21	7.11
scaffold_291	109.1158	2220	0.4005	100.0000	2220	1222	1178	0.5357	17	191.12
scaffold_292	527.1276	2210	0.5199	100.0000	2210	5726	5841	0.5261	526	121.52
scaffold_293	13.3223	2209	0.3001	100.0000	2209	153	138	0.3206	12	7.16
scaffold_294	12.9868	2205	0.2481	100.0000	2205	145	139	0.2496	12	6.00
scaffold_295	98.6315	2182	0.5394	100.0000	2182	1073	1072	0.5452	103	17.95
scaffold_296	416.0765	2157	0.5304	100.0000	2157	4390	4515	0.5324	422	84.64
scaffold_297	15.5454	2114	0.3259	99.6689	2107	163	162	0.3288	15	6.10
scaffold_298	52.5391	2111	0.3847	100.0000	2111	599	522	0.4622	32	52.48
scaffold_299	649.1531	2077	0.5229	100.0000	2077	6624	6746	0.5296	617	153.51
scaffold_300	90.6919	2058	0.5185	100.0000	2058	937	931	0.5246	92	23.20
scaffold_301	475.1663	2057	0.5625	100.0000	2057	4874	4815	0.5640	487	83.60
scaffold_302	11.6121	2052	0.3504	100.0000	2052	115	121	0.3483	12	4.10
scaffold_303	427.0259	2011	0.5818	100.0000	2011	3608	3635	0.5820	450	96.59
scaffold_304	12.2743	2009	0.2190	98.0090	1969	124	107	0.2306	12	5.32
scaffold_305	16.0865	2000	0.3525	99.3000	1986	158	161	0.3523	16	5.92
scaffold_306	96.3301	1981	0.5209	100.0000	1981	927	902	0.5243	96	24.33
scaffold_307	380.4145	1976	0.5410	100.0000	1976	3634	3814	0.5465	406	117.37
scaffold_308	7.6596	1974	0.2432	100.0000	1974	74	75	0.2489	8	2.95
scaffold_309	50.7565	1967	0.5470	100.0000	1967	503	491	0.5565	51	15.97
scaffold_310	77.4985	1962	0.5036	100.0000	1962	756	759	0.5084	75	18.30
scaffold_311	14.6614	1946	0.3669	100.0000	1946	140	143	0.3697	14	4.95
scaffold_312	8.3506	1934	0.2089	100.0000	1934	80	80	0.2314	7	4.06
