#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_36	54.1416	282956	0.5111	100.0000	282956	75620	75673	0.5148	54	10.31
scaffold_37	53.2406	272456	0.5105	100.0000	272456	71701	71740	0.5138	53	10.61
scaffold_38	55.5029	267632	0.5125	100.0000	267632	72937	72952	0.5166	55	10.78
scaffold_39	55.4734	261120	0.5092	100.0000	261120	70913	70851	0.5154	54	49.73
scaffold_40	53.7583	258492	0.5100	100.0000	258492	68622	68680	0.5152	53	10.68
scaffold_41	53.4582	243183	0.5096	100.0000	243183	64239	64272	0.5141	53	10.39
scaffold_42	49.0837	230750	0.4942	100.0000	230750	56032	55989	0.5065	49	13.12
scaffold_43	54.5586	209690	0.5059	100.0000	209690	56434	56414	0.5150	55	12.09
scaffold_44	54.3581	204600	0.5142	100.0000	204600	54849	54936	0.5181	54	10.68
scaffold_45	53.0200	193844	0.5062	100.0000	193844	50780	50786	0.5109	52	10.93
scaffold_46	54.2963	186835	0.5088	100.0000	186835	49583	49587	0.5132	54	10.33
scaffold_47	53.9713	169878	0.5088	99.9659	169820	45177	45139	0.5128	54	11.28
scaffold_48	52.2556	168459	0.5064	100.0000	168459	43470	43496	0.5123	52	10.95
scaffold_49	54.6648	158005	0.5137	100.0000	158005	42666	42655	0.5179	54	10.70
scaffold_50	53.9161	148356	0.5125	100.0000	148356	39557	39553	0.5163	53	10.42
scaffold_51	53.3128	145856	0.5095	100.0000	145856	38245	38252	0.5136	53	10.70
scaffold_52	52.2698	144833	0.5070	100.0000	144833	37249	37283	0.5131	52	11.34
scaffold_53	53.6000	139627	0.5074	100.0000	139627	36676	36646	0.5111	51	31.67
scaffold_54	53.9706	119898	0.5078	100.0000	119898	31399	31336	0.5136	54	11.21
scaffold_55	61.0160	117275	0.5119	100.0000	117275	33325	32983	0.5196	54	91.09
scaffold_56	53.2996	113402	0.5062	99.9982	113400	29925	29874	0.5128	53	11.14
scaffold_57	46.5184	99710	0.4737	99.9208	99631	22870	22887	0.4846	46	12.11
scaffold_58	53.2558	97547	0.5064	100.0000	97547	25652	25711	0.5119	53	11.05
scaffold_59	54.8248	87076	0.5099	100.0000	87076	23553	23545	0.5132	54	10.37
scaffold_60	52.9706	86823	0.5088	100.0000	86823	22723	22738	0.5126	52	10.24
scaffold_61	52.9283	78300	0.5003	100.0000	78300	20452	20417	0.5045	52	11.06
scaffold_62	54.7476	74162	0.5063	100.0000	74162	20088	20080	0.5141	51	22.32
scaffold_63	55.6976	70182	0.5142	100.0000	70182	19327	19340	0.5173	55	9.86
scaffold_64	55.7959	62398	0.4933	100.0000	62398	17190	17257	0.4998	50	42.33
scaffold_65	51.2512	57213	0.5076	100.0000	57213	14368	14393	0.5117	51	10.66
scaffold_66	52.1588	55590	0.5084	100.0000	55590	14278	14296	0.5125	51	10.47
scaffold_67	52.4693	54374	0.5103	100.0000	54374	14136	14092	0.5140	52	10.76
scaffold_68	50.2942	45389	0.4939	100.0000	45389	11296	11276	0.5069	50	12.23
scaffold_69	52.3191	43425	0.5148	100.0000	43425	11153	11180	0.5193	51	11.20
scaffold_70	48.9327	35018	0.4979	100.0000	35018	8466	8478	0.5047	49	9.76
scaffold_71	58.3010	34722	0.4990	100.0000	34722	9853	9860	0.5055	51	26.19
scaffold_72	53.3393	34333	0.5112	100.0000	34333	9082	9038	0.5167	52	12.84
scaffold_73	47.5649	32697	0.4586	100.0000	32697	7698	7699	0.4916	50	15.96
scaffold_74	46.7085	28804	0.4873	100.0000	28804	6665	6655	0.4909	46	10.49
scaffold_75	45.5347	27271	0.4886	100.0000	27271	6114	6173	0.4923	44	10.84
scaffold_76	51.5157	24654	0.5110	100.0000	24654	6275	6292	0.5147	49	14.25
scaffold_77	53.7612	20316	0.5034	100.0000	20316	5422	5396	0.5135	53	13.23
scaffold_78	78.9510	18567	0.5156	100.0000	18567	7272	7214	0.5365	54	98.37
scaffold_79	61.3770	18391	0.4941	100.0000	18391	5268	5282	0.4985	54	31.84
scaffold_80	115.3939	15135	0.4560	100.0000	15135	5504	5547	0.4905	100	148.83
scaffold_81	158.5287	13610	0.5157	100.0000	13610	10671	10687	0.5182	157	19.53
scaffold_82	52.0016	12852	0.5060	100.0000	12852	3302	3306	0.5104	52	10.19
scaffold_83	12.1601	12063	0.2341	100.0000	12063	726	725	0.2436	12	4.84
scaffold_84	53.3113	11602	0.5069	100.0000	11602	3069	3062	0.5093	53	9.34
scaffold_85	48.1228	11488	0.4916	100.0000	11488	2744	2726	0.4931	47	10.03
scaffold_86	102.9217	11449	0.4875	100.0000	11449	5821	5857	0.4919	100	21.49
scaffold_87	50.3509	11393	0.5028	100.0000	11393	2836	2846	0.5076	50	9.77
scaffold_88	48.0584	11258	0.4758	100.0000	11258	2672	2686	0.4792	47	10.07
scaffold_89	113.8273	11205	0.4968	100.0000	11205	5897	5938	0.4658	64	127.15
scaffold_90	49.0629	11151	0.5141	100.0000	11151	2690	2731	0.5172	49	10.52
scaffold_91	55.7170	11006	0.5040	100.0000	11006	3032	3036	0.5119	55	13.39
scaffold_92	53.1514	10830	0.5007	100.0000	10830	2844	2862	0.5021	50	16.69
scaffold_93	48.2646	10438	0.4787	100.0000	10438	2481	2498	0.4865	48	10.86
scaffold_94	68.9714	10297	0.3964	100.0000	10297	3525	3509	0.4849	59	48.62
scaffold_95	106.9934	10254	0.2429	100.0000	10254	5406	5440	0.2589	107	32.58
scaffold_96	14.3123	10173	0.2276	100.0000	10173	733	710	0.2367	14	5.21
scaffold_97	42.8519	9493	0.4474	100.0000	9493	2014	2010	0.4636	43	12.35
scaffold_98	45.1411	8419	0.4769	100.0000	8419	1884	1883	0.4783	42	13.97
scaffold_99	48.9215	8281	0.4962	100.0000	8281	2008	2003	0.5010	47	11.67
scaffold_100	45.2197	8251	0.4901	100.0000	8251	1848	1847	0.4939	45	9.60
scaffold_101	50.8330	7475	0.4599	100.0000	7475	1851	1893	0.4467	43	31.86
scaffold_102	95.6292	7266	0.4994	100.0000	7266	3419	3392	0.5020	96	14.18
scaffold_103	64.0970	6917	0.4751	100.0000	6917	2201	2189	0.4735	54	33.37
scaffold_104	67.4485	6047	0.5022	100.0000	6047	2033	2012	0.5084	60	25.02
scaffold_105	1910.2626	5811	0.5077	100.0000	5811	55034	55119	0.5145	1919	245.12
scaffold_106	135.2265	5798	0.2923	100.0000	5798	3861	3927	0.3103	133	39.48
scaffold_107	95.1899	5704	0.4855	100.0000	5704	2713	2657	0.4933	96	23.79
scaffold_108	21.3290	5583	0.2171	100.0000	5583	611	571	0.2369	19	13.31
scaffold_109	46.8993	5390	0.4822	100.0000	5390	1255	1250	0.4839	47	9.06
scaffold_110	50.3797	5272	0.4962	100.0000	5272	1312	1320	0.5008	51	10.72
scaffold_111	55.2449	5238	0.3177	100.0000	5238	1437	1432	0.3407	37	43.29
scaffold_112	22.9904	5020	0.3032	100.0000	5020	570	575	0.3058	24	6.39
scaffold_113	49.5178	4585	0.5023	100.0000	4585	1112	1138	0.5050	49	9.79
scaffold_114	41.9510	4550	0.4437	100.0000	4550	945	948	0.4544	39	12.58
scaffold_115	25.1759	4536	0.3038	100.0000	4536	582	551	0.3381	24	11.65
scaffold_116	86.8821	4045	0.4944	100.0000	4045	1750	1735	0.4957	88	14.60
scaffold_117	22.9236	3876	0.2448	100.0000	3876	436	437	0.2563	23	6.48
scaffold_118	32.6155	3732	0.3960	100.0000	3732	607	599	0.3965	32	7.59
scaffold_119	50.5457	3658	0.2736	100.0000	3658	900	944	0.3046	51	21.03
scaffold_120	48.1341	3625	0.4828	100.0000	3625	859	878	0.4860	48	9.05
scaffold_121	578.0448	3617	0.5777	100.0000	3617	10380	10366	0.5827	598	113.88
scaffold_122	19.0449	3520	0.2310	100.0000	3520	312	353	0.2450	18	7.73
scaffold_123	47.1705	3519	0.4942	100.0000	3519	823	822	0.5023	48	10.90
scaffold_124	21.5857	3437	0.2808	100.0000	3437	374	364	0.2886	20	7.15
scaffold_125	101.0224	3346	0.4952	100.0000	3346	1670	1675	0.4982	102	19.77
scaffold_126	53.4082	3295	0.4947	100.0000	3295	864	894	0.5009	51	17.51
scaffold_127	61.7328	3166	0.5183	100.0000	3166	968	969	0.5210	62	11.93
scaffold_128	42.3214	3161	0.3429	100.0000	3161	663	662	0.3643	31	24.14
scaffold_129	84.0128	3128	0.4987	100.0000	3128	1295	1315	0.5025	86	18.61
scaffold_130	84.6833	3075	0.4859	100.0000	3075	1304	1279	0.4882	84	15.08
scaffold_131	32.3573	2978	0.2707	100.0000	2978	490	463	0.2871	28	15.08
scaffold_132	364.1396	2952	0.5112	100.0000	2952	5300	5337	0.5160	370	71.96
scaffold_133	20.9990	2928	0.1957	100.0000	2928	304	304	0.2082	19	9.85
scaffold_134	31.9910	2905	0.3146	100.0000	2905	466	455	0.3185	31	7.32
scaffold_135	30.0427	2902	0.2440	100.0000	2902	431	436	0.2502	26	12.82
scaffold_136	146.9677	2816	0.2979	100.0000	2816	2057	2065	0.3177	151	43.06
scaffold_137	86.3739	2771	0.4778	100.0000	2771	1193	1202	0.4814	86	12.12
scaffold_138	1816.1029	2769	0.5139	100.0000	2769	25018	24821	0.5248	1850	341.30
scaffold_139	135.7487	2694	0.2405	100.0000	2694	1828	1819	0.2591	132	38.48
scaffold_140	31.3158	2688	0.3185	100.0000	2688	416	420	0.3261	32	8.75
scaffold_141	21.3552	2604	0.2454	100.0000	2604	281	272	0.2636	20	8.43
scaffold_142	93.6180	2427	0.4920	100.0000	2427	1131	1140	0.4930	95	15.11
scaffold_143	80.7253	2406	0.4784	100.0000	2406	965	966	0.4843	75	28.50
scaffold_144	46.6097	2401	0.4802	100.0000	2401	556	565	0.4809	46	10.20
scaffold_145	90.7267	2338	0.4803	100.0000	2338	1049	1063	0.4861	90	19.27
scaffold_146	54.8205	2334	0.5664	100.0000	2334	627	639	0.5673	55	12.41
scaffold_147	37.9884	2331	0.3179	100.0000	2331	448	431	0.3282	38	12.55
scaffold_148	42.9770	2305	0.2521	100.0000	2305	196	188	0.3154	41	9.00
scaffold_149	59.7337	2208	0.4764	100.0000	2208	675	643	0.4786	53	19.92
scaffold_150	54.8333	2207	0.5174	100.0000	2207	603	596	0.5227	58	12.30
scaffold_151	19.5988	2136	0.2388	100.0000	2136	211	206	0.2379	19	4.54
scaffold_152	52.3932	2098	0.5138	100.0000	2098	549	542	0.5141	57	15.62
scaffold_153	110.3460	2046	0.5523	100.0000	2046	1099	1144	0.5545	113	20.75
scaffold_154	89.2402	1957	0.4921	100.0000	1957	861	871	0.4957	92	17.22
scaffold_155	442.9979	1894	0.4842	100.0000	1894	4137	4190	0.4859	444	71.25
scaffold_156	108.6594	1885	0.5406	100.0000	1885	1018	1015	0.5447	113	23.36
scaffold_157	27.8219	1870	0.2893	100.0000	1870	260	258	0.2951	28	6.28
scaffold_158	266.0131	1834	0.4749	100.0000	1834	2469	2366	0.4704	306	129.79
scaffold_159	184.5590	1830	0.4563	100.0000	1830	1691	1672	0.4373	97	129.80
scaffold_160	41.0651	1829	0.4751	100.0000	1829	380	367	0.4789	43	10.36
scaffold_161	426.4904	1817	0.4953	100.0000	1817	3837	3871	0.4975	430	63.74
scaffold_162	46.4361	1807	0.4903	100.0000	1807	420	412	0.4881	47	9.30
scaffold_163	84.5371	1804	0.3625	100.0000	1804	737	772	0.4496	71	55.42
scaffold_164	82.9808	1768	0.1940	100.0000	1768	781	696	0.2472	69	46.18
scaffold_165	140.1998	1747	0.4894	100.0000	1747	1222	1219	0.4936	139	20.86
scaffold_166	33.1540	1727	0.3179	100.0000	1727	279	292	0.3362	31	13.15
scaffold_167	68.9044	1716	0.3590	100.0000	1716	583	607	0.3909	50	46.12
scaffold_168	102.7828	1713	0.5155	100.0000	1713	876	878	0.5170	106	17.39
scaffold_169	22.3014	1679	0.2436	100.0000	1679	189	184	0.2538	23	6.64
scaffold_170	421.6683	1661	0.4672	100.0000	1661	3481	3479	0.4673	416	129.15
scaffold_171	221.3978	1629	0.4923	100.0000	1629	1744	1836	0.4991	200	98.21
scaffold_172	111.0666	1592	0.4366	100.0000	1592	867	902	0.4435	117	22.81
scaffold_173	151.7896	1521	0.2551	100.0000	1521	1115	1217	0.2730	146	35.75
scaffold_174	83.5907	1483	0.4295	100.0000	1483	620	629	0.4341	83	11.09
scaffold_175	96.5031	1467	0.4751	100.0000	1467	717	686	0.4798	90	20.15
scaffold_176	52.5673	1412	0.4880	100.0000	1412	367	380	0.4822	45	20.20
scaffold_177	55.2351	1408	0.3374	100.0000	1408	392	380	0.3491	53	19.68
scaffold_178	483.6334	1391	0.4867	100.0000	1391	3407	3321	0.4953	507	92.11
scaffold_179	44.3837	1384	0.3288	100.0000	1384	295	315	0.3375	39	17.96
scaffold_180	27.5642	1379	0.4090	100.0000	1379	181	196	0.4096	28	6.51
scaffold_181	102.6273	1347	0.5182	100.0000	1347	705	689	0.5220	103	13.38
scaffold_182	33.1135	1322	0.3404	100.0000	1322	209	227	0.3355	34	10.63
scaffold_183	1850.6795	1301	0.5027	100.0000	1301	12196	12118	0.5054	1877	161.92
scaffold_184	9.5542	1292	0.1641	100.0000	1292	61	61	0.1687	8	5.19
scaffold_185	59.8344	1274	0.3626	100.0000	1274	388	372	0.3632	62	13.09
scaffold_186	33.1187	1272	0.2807	100.0000	1272	219	199	0.4105	17	32.98
scaffold_187	29.1028	1264	0.2729	100.0000	1264	191	175	0.2718	28	7.77
scaffold_188	15.3487	1262	0.1894	100.0000	1262	88	106	0.2143	17	7.09
scaffold_189	73.3905	1242	0.3309	100.0000	1242	459	454	0.3268	75	12.24
scaffold_190	98.7221	1227	0.4947	100.0000	1227	625	596	0.4957	96	19.86
scaffold_191	72.5891	1207	0.4739	100.0000	1207	430	443	0.4724	74	12.71
scaffold_192	547.6561	1195	0.6243	100.0000	1195	3270	3369	0.6340	563	79.24
scaffold_193	42.6461	1184	0.4611	100.0000	1184	250	252	0.4656	41	9.38
scaffold_194	65.4849	1093	0.4684	100.0000	1093	344	366	0.4721	45	64.08
scaffold_195	83.1731	1040	0.4654	100.0000	1040	439	433	0.4707	84	12.39
scaffold_196	67.3205	1036	0.3919	100.0000	1036	354	346	0.3902	68	12.31
scaffold_197	260.2902	1027	0.3992	100.0000	1027	1375	1287	0.4017	264	75.36
scaffold_198	84.0569	1002	0.4890	100.0000	1002	434	422	0.4892	84	19.87
scaffold_199	32.1060	1000	0.2850	100.0000	1000	166	154	0.2792	34	8.47
