#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_47	37.2299	51770	0.4808	100.0000	51770	9545	9538	0.4820	37	7.24
scaffold_48	37.4954	51456	0.4857	100.0000	51456	9427	9444	0.4870	37	7.78
scaffold_49	38.8201	50708	0.4875	99.9961	50706	9757	9732	0.4904	39	7.95
scaffold_50	37.8010	41504	0.4915	100.0000	41504	7771	7758	0.4951	37	7.94
scaffold_51	40.6843	34988	0.4883	100.0000	34988	7048	7044	0.4920	38	15.85
scaffold_52	32.0667	34725	0.4278	100.0000	34725	5496	5510	0.4440	32	10.46
scaffold_53	35.5689	32895	0.4637	100.0000	32895	5802	5777	0.4670	35	6.87
scaffold_54	37.2246	32266	0.4758	100.0000	32266	5949	5946	0.4784	37	6.76
scaffold_55	39.1864	28826	0.4882	100.0000	28826	5579	5609	0.4910	38	9.78
scaffold_56	41.6242	27438	0.4912	100.0000	27438	5657	5663	0.4956	40	11.75
scaffold_57	39.8468	26110	0.4967	100.0000	26110	5151	5149	0.5006	39	8.19
scaffold_58	39.6786	25228	0.4954	100.0000	25228	4950	4962	0.4979	39	9.16
scaffold_59	44.4246	24480	0.4822	100.0000	24480	5381	5401	0.4844	39	20.88
scaffold_60	38.3028	23638	0.4885	100.0000	23638	4384	4394	0.4912	38	7.64
scaffold_61	41.1665	23503	0.4962	100.0000	23503	4787	4791	0.5018	40	9.43
scaffold_62	44.6879	18396	0.4804	100.0000	18396	4081	4058	0.4811	38	19.04
scaffold_63	52.2706	18353	0.4947	100.0000	18353	4800	4698	0.4986	44	24.08
scaffold_64	36.8587	18347	0.4206	100.0000	18347	3345	3349	0.4300	35	15.97
scaffold_65	38.1857	17251	0.4804	100.0000	17251	3265	3240	0.4821	37	10.02
scaffold_66	55.6256	16412	0.4789	100.0000	16412	4376	4460	0.4867	40	35.10
scaffold_67	38.1175	15989	0.4639	100.0000	15989	2980	2982	0.4841	38	12.38
scaffold_68	40.0016	15834	0.4793	100.0000	15834	3149	3130	0.4806	37	11.92
scaffold_69	39.1822	15084	0.4899	100.0000	15084	2936	2922	0.4943	39	7.55
scaffold_70	45.3434	12841	0.4250	100.0000	12841	2904	2857	0.4320	34	44.86
scaffold_71	56.0740	12764	0.4591	100.0000	12764	3290	3386	0.4970	37	187.46
scaffold_72	45.4857	12274	0.4863	100.0000	12274	2741	2764	0.4917	39	18.27
scaffold_73	34.0519	11959	0.4243	100.0000	11959	1993	2027	0.4654	36	13.51
scaffold_74	139.6764	11923	0.2610	100.0000	11923	8238	8224	0.2840	146	49.01
scaffold_75	41.1248	11892	0.4945	100.0000	11892	2439	2414	0.4974	40	10.66
scaffold_76	43.4681	11237	0.4874	100.0000	11237	2432	2415	0.4903	41	14.99
scaffold_77	39.1510	9867	0.4765	100.0000	9867	1910	1920	0.4775	38	9.96
scaffold_78	48.1841	8022	0.4928	100.0000	8022	1930	1911	0.4988	38	31.43
scaffold_79	160.6108	7909	0.2917	100.0000	7909	6213	6247	0.3085	168	50.00
scaffold_80	37.3992	7365	0.4682	100.0000	7365	1361	1369	0.4748	36	11.86
scaffold_81	21.2636	6590	0.3097	100.0000	6590	703	686	0.3165	21	5.65
scaffold_82	34.1436	6239	0.4802	100.0000	6239	1038	1048	0.4826	35	7.83
scaffold_83	128.3088	6170	0.3882	100.0000	6170	3909	3934	0.4438	42	146.46
scaffold_84	11.7055	6163	0.2085	100.0000	6163	366	349	0.2178	11	4.70
scaffold_85	144.4797	6116	0.2484	100.0000	6116	4395	4356	0.2571	145	43.35
scaffold_86	18.3649	6076	0.2579	100.0000	6076	534	517	0.2597	18	6.09
scaffold_87	58.5015	5777	0.5004	100.0000	5777	1693	1656	0.5090	70	24.70
scaffold_88	41.8822	5585	0.4902	100.0000	5585	1165	1152	0.4935	42	8.61
scaffold_89	18.6025	5449	0.2753	100.0000	5449	502	502	0.2857	17	8.95
scaffold_90	41.0055	5437	0.4683	100.0000	5437	1093	1113	0.4851	42	12.00
scaffold_91	250.4866	5306	0.4787	100.0000	5306	6656	6528	0.4807	252	34.87
scaffold_92	1412.0849	5148	0.4998	100.0000	5148	36027	36263	0.5032	1412	177.85
scaffold_93	76.0851	4394	0.4968	100.0000	4394	1664	1653	0.5007	65	34.73
scaffold_94	43.8064	4349	0.3497	100.0000	4349	924	964	0.3575	33	33.81
scaffold_95	1276.2441	4285	0.4922	100.0000	4285	27045	27196	0.4930	1274	154.17
scaffold_96	17.0100	4196	0.2781	100.0000	4196	340	368	0.3078	17	8.76
scaffold_97	38.5775	4088	0.4716	100.0000	4088	774	800	0.4745	38	8.46
scaffold_98	42.6263	3642	0.4959	100.0000	3642	769	769	0.4955	42	9.36
scaffold_99	29.7082	3568	0.3904	99.7478	3559	501	550	0.4410	31	12.84
scaffold_100	89.9099	3420	0.4727	100.0000	3420	1514	1509	0.4696	90	21.98
scaffold_101	75.2502	3377	0.4904	100.0000	3377	1236	1291	0.4932	48	73.43
scaffold_102	119.9334	3004	0.5712	100.0000	3004	1264	1247	0.5648	124	30.44
scaffold_103	332.2252	2895	0.4846	100.0000	2895	4766	4795	0.4895	331	57.87
scaffold_104	34.7953	2867	0.5009	100.0000	2867	488	501	0.5005	35	7.21
scaffold_105	78.0161	2866	0.5188	100.0000	2866	1105	1112	0.5216	78	13.85
scaffold_106	125.7522	2789	0.4830	100.0000	2789	1474	1531	0.4875	122	22.82
scaffold_107	54.4577	2716	0.4816	100.0000	2716	735	729	0.4870	60	20.01
scaffold_108	71.8172	2703	0.4769	100.0000	2703	963	968	0.4754	73	11.67
scaffold_109	29.2673	2372	0.3368	100.0000	2372	352	337	0.3375	29	6.08
scaffold_110	81.5865	2133	0.5335	100.0000	2133	874	863	0.5334	83	15.65
scaffold_111	19.9328	2069	0.2620	100.0000	2069	211	198	0.2684	20	8.79
scaffold_112	246.0161	2046	0.4902	100.0000	2046	2491	2536	0.4952	249	33.49
scaffold_113	576.9153	2030	0.5350	100.0000	2030	6025	5489	0.5393	533	260.25
scaffold_114	39.9332	2020	0.3282	100.0000	2020	390	390	0.3413	37	12.69
scaffold_115	197.7545	2004	0.5514	100.0000	2004	1765	1746	0.5573	184	45.29
scaffold_116	108.9101	2003	0.5102	100.0000	2003	1099	1091	0.5102	107	14.99
scaffold_117	73.1431	1991	0.4676	100.0000	1991	726	720	0.4669	75	11.66
scaffold_118	222.1472	1827	0.5041	100.0000	1827	2016	2009	0.5068	231	41.09
scaffold_119	72.6704	1778	0.4859	100.0000	1778	648	631	0.4780	75	17.36
scaffold_120	63.9820	1773	0.4845	100.0000	1773	580	570	0.4841	51	32.22
scaffold_121	341.7625	1726	0.5133	100.0000	1726	3003	3003	0.5133	266	148.38
scaffold_122	7.3201	1709	0.1849	100.0000	1709	65	59	0.1836	8	2.47
scaffold_123	164.0946	1586	0.5120	100.0000	1586	1279	1317	0.5145	168	22.92
scaffold_124	215.1624	1552	0.4311	100.0000	1552	1697	1642	0.4326	225	36.23
scaffold_125	1921.1067	1500	0.5313	100.0000	1500	13717	14262	0.5359	1649	921.69
scaffold_126	113.4533	1467	0.4915	100.0000	1467	839	839	0.4936	115	12.41
scaffold_127	35.2555	1460	0.5027	100.0000	1460	250	261	0.5051	37	11.47
scaffold_128	102.6433	1438	0.4784	100.0000	1438	762	711	0.4762	104	19.06
scaffold_129	29.5567	1428	0.3228	100.0000	1428	227	195	0.3231	29	6.92
scaffold_130	64.9367	1407	0.4861	100.0000	1407	459	449	0.4825	68	15.55
scaffold_131	6.4569	1392	0.6286	100.0000	1392	43	43	0.6531	6	3.51
scaffold_132	68.2629	1358	0.4838	100.0000	1358	457	472	0.4874	69	12.74
scaffold_133	76.8466	1304	0.4816	100.0000	1304	504	501	0.4846	79	12.55
scaffold_134	18.6141	1293	0.3318	100.0000	1293	121	118	0.3393	19	5.36
scaffold_135	112.7295	1279	0.4926	100.0000	1279	724	729	0.4929	114	13.24
scaffold_136	170.9355	1256	0.5183	100.0000	1256	1087	1062	0.5198	174	21.83
scaffold_137	44.5694	1224	0.5776	100.0000	1224	257	282	0.5796	47	10.88
scaffold_138	84.6506	1205	0.5029	100.0000	1205	513	511	0.5134	90	40.05
scaffold_139	32.8709	1154	0.3163	100.0000	1154	195	182	0.3144	35	9.51
scaffold_140	60.6539	1147	0.4969	100.0000	1147	345	346	0.4973	63	15.28
scaffold_141	6.2796	1141	0.1849	100.0000	1141	36	35	0.1945	6	2.09
scaffold_142	83.3611	1127	0.4809	100.0000	1127	485	466	0.4848	83	19.66
scaffold_143	73.7311	1127	0.5386	100.0000	1127	408	424	0.5388	79	19.51
scaffold_144	38.4667	1125	0.3271	100.0000	1125	207	224	0.3321	36	15.02
scaffold_145	71.0689	1088	0.4669	100.0000	1088	375	406	0.4682	73	18.35
scaffold_146	69.4716	1056	0.5009	100.0000	1056	361	368	0.4974	73	15.50
