#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_37	55.3629	72343	0.5468	100.0000	72343	19825	19816	0.5492	55	8.63
scaffold_38	55.1955	72111	0.5456	100.0000	72111	19671	19684	0.5477	55	8.51
scaffold_39	55.6791	72046	0.5452	100.0000	72046	19755	19798	0.5475	56	8.90
scaffold_40	55.3357	72009	0.5481	100.0000	72009	19728	19706	0.5501	55	8.64
scaffold_41	56.5157	71261	0.5446	100.0000	71261	19909	19939	0.5475	56	8.98
scaffold_42	53.8113	70553	0.5410	100.0000	70553	18782	18798	0.5433	54	9.12
scaffold_43	55.1876	69996	0.5438	100.0000	69996	19066	19074	0.5460	55	8.55
scaffold_44	54.4785	69340	0.5407	100.0000	69340	18639	18661	0.5426	54	8.62
scaffold_45	56.2807	69132	0.5514	100.0000	69132	19064	19079	0.5538	56	8.59
scaffold_46	55.2556	69107	0.5494	100.0000	69107	18883	18909	0.5524	55	8.88
scaffold_47	54.9888	69062	0.5486	100.0000	69062	18797	18783	0.5505	55	8.77
scaffold_48	55.4864	68459	0.5476	100.0000	68459	18724	18761	0.5497	55	8.77
scaffold_49	54.8779	67993	0.5461	100.0000	67993	18461	18461	0.5478	55	8.70
scaffold_50	55.0892	67983	0.5452	100.0000	67983	18541	18545	0.5477	55	8.43
scaffold_51	57.0174	67865	0.5460	100.0000	67865	18978	18998	0.5485	57	9.24
scaffold_52	55.1349	67493	0.5411	100.0000	67493	18416	18405	0.5436	55	9.21
scaffold_53	56.0729	66938	0.5475	100.0000	66938	18563	18585	0.5497	56	8.68
scaffold_54	55.7276	66720	0.5456	100.0000	66720	18371	18364	0.5480	55	8.46
scaffold_55	55.1054	66436	0.5460	100.0000	66436	18112	18117	0.5486	55	8.64
scaffold_56	54.9990	64916	0.5466	100.0000	64916	17652	17673	0.5492	55	8.80
scaffold_57	55.7254	64842	0.5429	100.0000	64842	17875	17883	0.5451	55	9.50
scaffold_58	55.3961	64404	0.5463	100.0000	64404	17625	17678	0.5488	55	10.17
scaffold_59	55.6963	64173	0.5479	100.0000	64173	17576	17573	0.5498	56	8.78
scaffold_60	56.6866	64143	0.5485	100.0000	64143	17991	17973	0.5511	56	9.16
scaffold_61	54.8866	63795	0.5472	100.0000	63795	17338	17344	0.5497	54	8.21
scaffold_62	56.2436	63180	0.5487	100.0000	63180	17542	17572	0.5507	56	9.28
scaffold_63	55.7265	63115	0.5464	100.0000	63115	17293	17301	0.5488	56	8.42
scaffold_64	55.8695	63048	0.5467	100.0000	63048	17441	17437	0.5494	56	8.19
scaffold_65	55.3486	62740	0.5406	100.0000	62740	17193	17186	0.5431	55	8.44
scaffold_66	55.9163	62660	0.5457	100.0000	62660	17321	17355	0.5480	56	8.67
scaffold_67	56.5573	62602	0.5487	100.0000	62602	17490	17482	0.5511	56	9.52
scaffold_68	57.7210	62569	0.5462	100.0000	62569	17857	17885	0.5478	57	9.00
scaffold_69	55.7293	61572	0.5527	100.0000	61572	16978	16965	0.5543	56	8.53
scaffold_70	54.1644	61471	0.5496	100.0000	61471	16483	16476	0.5514	54	8.91
scaffold_71	55.8323	61291	0.5458	100.0000	61291	16952	16923	0.5483	55	8.88
scaffold_72	55.6343	61192	0.5451	100.0000	61192	16809	16817	0.5473	56	8.71
scaffold_73	55.0226	60937	0.5484	100.0000	60937	16585	16600	0.5503	55	8.62
scaffold_74	54.2657	60715	0.5435	100.0000	60715	16310	16312	0.5461	54	8.73
scaffold_75	53.6108	60524	0.5448	100.0000	60524	16051	16055	0.5478	53	9.13
scaffold_76	55.5401	60451	0.5488	100.0000	60451	16597	16622	0.5512	55	8.93
scaffold_77	55.0048	60346	0.5503	100.0000	60346	16441	16416	0.5525	55	8.87
scaffold_78	57.9458	59728	0.5471	100.0000	59728	16655	16642	0.5492	58	9.07
scaffold_79	56.4651	59468	0.5423	100.0000	59468	16117	16119	0.5442	56	8.83
scaffold_80	54.4266	59302	0.5454	100.0000	59302	15973	15963	0.5476	54	8.56
scaffold_81	54.3745	59137	0.5470	100.0000	59137	15899	15913	0.5488	54	8.90
scaffold_82	55.3022	58459	0.5442	100.0000	58459	15991	15995	0.5457	55	8.91
scaffold_83	55.7114	58359	0.5480	100.0000	58359	16088	16097	0.5503	56	9.10
scaffold_84	56.3587	58291	0.5548	100.0000	58291	16058	16074	0.5571	56	8.73
scaffold_85	56.3387	58180	0.5507	100.0000	58180	15972	15980	0.5531	56	8.94
scaffold_86	55.4367	58100	0.5458	100.0000	58100	15758	15767	0.5482	55	8.96
scaffold_87	55.2169	57986	0.5448	100.0000	57986	15826	15847	0.5478	55	9.26
scaffold_88	55.2240	57967	0.5417	100.0000	57967	15723	15761	0.5437	55	8.72
scaffold_89	55.9947	57724	0.5453	100.0000	57724	15985	15985	0.5473	56	8.66
scaffold_90	57.0569	57684	0.5485	100.0000	57684	16292	16294	0.5516	57	9.21
scaffold_91	54.8095	57640	0.5436	100.0000	57640	15598	15593	0.5448	55	8.54
scaffold_92	56.3074	57581	0.5427	100.0000	57581	15536	15514	0.5440	56	8.80
scaffold_93	54.4639	57539	0.5438	100.0000	57539	15502	15519	0.5467	54	8.62
scaffold_94	55.9182	57349	0.5541	100.0000	57349	15880	15873	0.5562	56	8.93
scaffold_95	56.0267	57219	0.5490	100.0000	57219	15815	15822	0.5511	56	9.09
scaffold_96	54.7877	57163	0.5460	100.0000	57163	15472	15509	0.5484	55	8.60
scaffold_97	54.9975	57072	0.5494	100.0000	57072	15539	15540	0.5513	55	8.43
scaffold_98	57.5552	56851	0.5495	100.0000	56851	16181	16205	0.5516	57	8.73
scaffold_99	55.1875	56811	0.5496	100.0000	56811	15540	15507	0.5514	55	8.61
scaffold_100	54.0835	56448	0.5495	100.0000	56448	15081	15124	0.5512	54	8.75
scaffold_101	54.9781	55998	0.5487	100.0000	55998	15150	15165	0.5511	55	8.74
scaffold_102	55.3543	55754	0.5460	100.0000	55754	15155	15173	0.5483	55	9.14
scaffold_103	56.1227	55280	0.5504	100.0000	55280	15353	15367	0.5526	56	8.56
scaffold_104	56.6720	55225	0.5455	100.0000	55225	15389	15402	0.5481	57	9.25
scaffold_105	55.9992	54121	0.5490	100.0000	54121	14978	14954	0.5506	56	8.75
scaffold_106	54.2431	54081	0.5520	100.0000	54081	14524	14531	0.5543	54	8.70
scaffold_107	54.4660	54035	0.5406	100.0000	54035	14563	14577	0.5429	54	8.43
scaffold_108	54.7218	53935	0.5529	100.0000	53935	14603	14608	0.5553	55	8.39
scaffold_109	55.5774	53913	0.5468	100.0000	53913	14709	14703	0.5492	55	9.20
scaffold_110	54.9124	53661	0.5453	100.0000	53661	14577	14594	0.5471	55	8.13
scaffold_111	54.4147	53631	0.5462	100.0000	53631	14442	14437	0.5478	54	9.77
scaffold_112	53.4678	53265	0.5481	100.0000	53265	14093	14087	0.5504	53	9.34
scaffold_113	55.4410	52903	0.5489	100.0000	52903	14386	14389	0.5516	55	8.92
scaffold_114	54.6933	52809	0.5444	100.0000	52809	14268	14318	0.5464	55	8.46
scaffold_115	55.0745	52739	0.5461	100.0000	52739	14350	14325	0.5482	55	9.10
scaffold_116	55.9047	52577	0.5499	100.0000	52577	14530	14545	0.5520	56	8.68
scaffold_117	54.4297	52317	0.5502	100.0000	52317	14087	14089	0.5525	54	9.33
scaffold_118	53.6527	52294	0.5476	100.0000	52294	13876	13877	0.5498	53	8.68
scaffold_119	55.4061	52018	0.5442	100.0000	52018	14253	14256	0.5474	55	8.64
scaffold_120	55.4052	51913	0.5489	100.0000	51913	14238	14234	0.5507	55	8.49
scaffold_121	54.5963	51816	0.5496	100.0000	51816	14005	14011	0.5517	54	8.78
scaffold_122	55.8905	51659	0.5494	100.0000	51659	14227	14264	0.5521	56	8.83
scaffold_123	54.5778	51553	0.5486	100.0000	51553	13945	13924	0.5500	54	8.45
scaffold_124	57.1132	51443	0.5508	100.0000	51443	14489	14519	0.5532	57	8.63
scaffold_125	56.5319	51193	0.5519	100.0000	51193	14260	14260	0.5534	56	8.90
scaffold_126	54.0521	51190	0.5472	100.0000	51190	13674	13686	0.5494	54	8.98
scaffold_127	55.0375	51159	0.5504	100.0000	51159	13954	13924	0.5527	55	8.79
scaffold_128	54.8831	51071	0.5449	100.0000	51071	13788	13780	0.5471	55	8.19
scaffold_129	56.6679	50960	0.5399	99.9254	50922	14285	14298	0.5419	57	9.65
scaffold_130	55.4327	50696	0.5449	100.0000	50696	13917	13913	0.5474	55	8.92
scaffold_131	56.3586	50388	0.5467	100.0000	50388	14058	14059	0.5485	56	8.74
scaffold_132	54.5542	50374	0.5492	100.0000	50374	13623	13587	0.5516	54	8.55
scaffold_133	55.7089	50261	0.5472	100.0000	50261	13859	13846	0.5494	56	8.84
scaffold_134	54.8639	50222	0.5458	100.0000	50222	13646	13639	0.5482	55	8.84
scaffold_135	55.8392	50157	0.5467	100.0000	50157	13822	13844	0.5485	55	9.44
scaffold_136	55.3760	49745	0.5486	100.0000	49745	13593	13599	0.5507	55	8.92
scaffold_137	54.7094	49606	0.5482	100.0000	49606	13394	13407	0.5506	55	8.51
scaffold_138	53.7356	49544	0.5457	100.0000	49544	13179	13167	0.5480	54	8.94
scaffold_139	54.8732	49498	0.5466	100.0000	49498	13438	13449	0.5488	55	8.22
scaffold_140	54.9287	49446	0.5481	100.0000	49446	13441	13423	0.5505	55	8.79
scaffold_141	57.1443	49423	0.5512	100.0000	49423	13935	13941	0.5542	57	9.71
scaffold_142	57.5691	49399	0.5452	100.0000	49399	14088	14072	0.5474	57	8.79
scaffold_143	55.4435	49081	0.5534	100.0000	49081	13457	13480	0.5548	55	9.00
scaffold_144	56.3379	48995	0.5460	100.0000	48995	13669	13658	0.5486	56	8.23
scaffold_145	55.0586	48951	0.5456	100.0000	48951	13295	13318	0.5484	55	8.68
scaffold_146	56.2620	48917	0.5513	100.0000	48917	13618	13632	0.5539	56	9.06
scaffold_147	55.8723	48684	0.5417	100.0000	48684	13467	13460	0.5440	56	8.79
scaffold_148	55.9506	48272	0.5466	100.0000	48272	13276	13259	0.5484	56	8.72
scaffold_149	54.3208	48208	0.5465	100.0000	48208	12955	12968	0.5484	54	8.39
scaffold_150	55.4531	48140	0.5423	100.0000	48140	13206	13221	0.5454	55	9.12
scaffold_151	55.1265	48011	0.5507	100.0000	48011	13111	13089	0.5527	55	8.54
scaffold_152	54.4405	47919	0.5467	100.0000	47919	12895	12932	0.5485	54	8.59
scaffold_153	54.7612	47722	0.5495	100.0000	47722	12946	12936	0.5527	55	8.84
scaffold_154	55.3749	47559	0.5530	100.0000	47559	13023	13050	0.5551	55	9.25
scaffold_155	54.5964	47483	0.5347	100.0000	47483	12745	12731	0.5410	55	9.90
scaffold_156	53.9552	47482	0.5480	100.0000	47482	12607	12608	0.5503	54	8.30
scaffold_157	57.1828	47421	0.5556	100.0000	47421	13409	13419	0.5570	57	8.92
scaffold_158	56.3309	47341	0.5484	100.0000	47341	13189	13188	0.5499	56	8.42
scaffold_159	54.0118	47091	0.5489	100.0000	47091	12549	12554	0.5510	54	8.65
scaffold_160	55.2832	47081	0.5434	100.0000	47081	12898	12867	0.5460	55	9.33
scaffold_161	55.7159	47067	0.5466	100.0000	47067	12870	12866	0.5486	56	8.74
scaffold_162	56.0543	46934	0.5478	100.0000	46934	13038	13014	0.5496	56	8.56
scaffold_163	55.0466	46934	0.5490	100.0000	46934	12765	12751	0.5522	55	8.81
scaffold_164	54.2022	46761	0.5402	100.0000	46761	12542	12526	0.5431	54	8.68
scaffold_165	54.4147	46694	0.5426	100.0000	46694	12578	12571	0.5447	54	8.57
scaffold_166	54.7350	46581	0.5510	100.0000	46581	12594	12588	0.5535	55	8.24
scaffold_167	54.9788	46474	0.5430	100.0000	46474	12674	12622	0.5478	55	8.94
scaffold_168	54.5093	46450	0.5510	100.0000	46450	12548	12512	0.5539	54	8.68
scaffold_169	54.0380	46369	0.5452	100.0000	46369	12411	12401	0.5472	54	8.47
scaffold_170	56.4747	46355	0.5411	100.0000	46355	12966	12951	0.5433	56	8.43
scaffold_171	56.1125	45883	0.5493	100.0000	45883	12758	12727	0.5528	56	9.00
scaffold_172	54.0643	45805	0.5529	100.0000	45805	12259	12250	0.5549	54	8.77
scaffold_173	54.5800	45605	0.5444	100.0000	45605	12325	12327	0.5465	54	8.95
scaffold_174	56.2581	45537	0.5428	100.0000	45537	12773	12662	0.5406	54	29.64
scaffold_175	56.9467	44951	0.5436	100.0000	44951	12570	12557	0.5466	57	8.76
scaffold_176	55.5245	44895	0.5490	100.0000	44895	12339	12328	0.5506	55	8.75
scaffold_177	56.0394	44556	0.5429	100.0000	44556	12312	12312	0.5447	56	8.64
scaffold_178	55.6299	44462	0.5523	100.0000	44462	12208	12202	0.5551	56	8.62
scaffold_179	56.1267	44458	0.5456	100.0000	44458	12346	12360	0.5483	56	9.15
scaffold_180	55.8530	44191	0.5354	100.0000	44191	12213	12219	0.5370	55	8.54
scaffold_181	56.2738	43853	0.5427	100.0000	43853	12217	12217	0.5452	56	8.49
scaffold_182	54.6780	43455	0.5443	100.0000	43455	11760	11732	0.5470	54	8.40
scaffold_183	54.3960	43163	0.5493	100.0000	43163	11609	11615	0.5506	54	8.84
scaffold_184	55.9628	43144	0.5414	100.0000	43144	11951	11953	0.5440	56	9.17
scaffold_185	55.5594	43081	0.5444	100.0000	43081	11862	11850	0.5459	55	13.69
scaffold_186	55.7691	42949	0.5471	100.0000	42949	11859	11855	0.5495	56	8.63
scaffold_187	55.5712	42919	0.5489	100.0000	42919	11805	11831	0.5507	55	8.79
scaffold_188	57.7772	42915	0.5434	100.0000	42915	12188	12194	0.5452	58	8.52
scaffold_189	56.6982	42747	0.5418	100.0000	42747	11937	11904	0.5444	56	8.95
scaffold_190	55.2280	42679	0.5425	100.0000	42679	11665	11667	0.5447	55	8.46
scaffold_191	55.9430	42521	0.5443	100.0000	42521	11769	11781	0.5457	56	8.59
scaffold_192	54.0139	42447	0.5550	100.0000	42447	11357	11336	0.5569	54	8.69
scaffold_193	55.2127	42387	0.5471	100.0000	42387	11581	11585	0.5493	55	8.43
scaffold_194	55.5170	41706	0.5482	100.0000	41706	11453	11454	0.5506	55	9.27
scaffold_195	56.3482	41660	0.5508	100.0000	41660	11445	11407	0.5533	56	9.77
scaffold_196	53.3866	41528	0.5506	100.0000	41528	10980	10969	0.5534	53	8.77
scaffold_197	54.5214	41231	0.5440	100.0000	41231	11122	11117	0.5460	54	9.17
scaffold_198	54.1650	41113	0.5455	100.0000	41113	11009	11012	0.5479	54	8.61
scaffold_199	56.1782	41054	0.5492	100.0000	41054	11418	11416	0.5512	56	8.71
scaffold_200	54.4378	40973	0.5488	100.0000	40973	10972	10960	0.5516	54	8.80
scaffold_201	56.4356	40903	0.5457	100.0000	40903	11436	11407	0.5467	56	9.13
scaffold_202	56.9594	40890	0.5458	100.0000	40890	11506	11534	0.5477	57	8.37
scaffold_203	55.4114	40808	0.5510	100.0000	40808	11160	11173	0.5531	55	8.92
scaffold_204	57.5047	40781	0.5379	100.0000	40781	11621	11609	0.5407	57	8.45
scaffold_205	54.0770	40728	0.5506	100.0000	40728	10902	10899	0.5534	54	8.66
scaffold_206	53.0586	40715	0.5400	100.0000	40715	10695	10688	0.5440	53	8.94
scaffold_207	53.9805	40691	0.5493	100.0000	40691	10866	10847	0.5512	54	8.55
scaffold_208	56.2130	40648	0.5390	100.0000	40648	11226	11225	0.5412	56	8.70
scaffold_209	55.7432	40493	0.5489	100.0000	40493	11133	11128	0.5510	56	8.88
scaffold_210	54.5655	40302	0.5492	100.0000	40302	10824	10805	0.5515	55	8.69
scaffold_211	54.7436	40059	0.5526	100.0000	40059	10862	10854	0.5543	55	8.95
scaffold_212	55.9482	40057	0.5510	100.0000	40057	10867	10867	0.5532	56	8.68
scaffold_213	54.0976	40049	0.5492	100.0000	40049	10728	10700	0.5529	54	9.19
scaffold_214	54.7767	39980	0.5504	100.0000	39980	10855	10838	0.5522	54	8.60
scaffold_215	55.8871	39921	0.5485	100.0000	39921	11043	11024	0.5505	56	8.78
scaffold_216	55.7656	39761	0.5525	100.0000	39761	10957	10965	0.5553	55	9.79
scaffold_217	55.5715	39752	0.5320	100.0000	39752	10889	10879	0.5382	56	11.08
scaffold_218	55.5624	39677	0.5484	100.0000	39677	10830	10836	0.5508	55	8.95
scaffold_219	54.8834	39592	0.5473	100.0000	39592	10741	10727	0.5491	55	8.86
scaffold_220	55.3273	39364	0.5487	100.0000	39364	10778	10787	0.5511	55	8.79
scaffold_221	55.0544	39117	0.5424	100.0000	39117	10676	10657	0.5441	55	9.18
scaffold_222	55.0443	39040	0.5488	100.0000	39040	10623	10600	0.5500	55	8.09
scaffold_223	56.4584	38968	0.5517	100.0000	38968	10772	10771	0.5535	56	8.78
scaffold_224	56.0940	38893	0.5561	100.0000	38893	10789	10806	0.5578	56	9.76
scaffold_225	55.6173	38812	0.5424	100.0000	38812	10601	10624	0.5459	55	9.59
scaffold_226	52.9074	38724	0.5546	100.0000	38724	10127	10151	0.5563	53	8.00
scaffold_227	55.4884	38696	0.5480	100.0000	38696	10602	10610	0.5506	55	8.65
scaffold_228	54.6808	38657	0.5466	100.0000	38657	10471	10464	0.5494	55	8.03
scaffold_229	54.7567	38593	0.5424	100.0000	38593	10456	10467	0.5448	55	8.26
scaffold_230	55.6989	38558	0.5395	100.0000	38558	10639	10600	0.5414	55	9.56
scaffold_231	56.8819	38485	0.5536	100.0000	38485	10782	10780	0.5560	56	9.01
scaffold_232	56.7239	38479	0.5385	100.0000	38479	10685	10699	0.5418	56	10.46
scaffold_233	55.5555	38401	0.5467	100.0000	38401	10527	10537	0.5490	55	8.70
scaffold_234	54.7114	38278	0.5462	100.0000	38278	10358	10366	0.5485	54	8.44
scaffold_235	55.7062	38186	0.5438	100.0000	38186	10532	10530	0.5457	55	8.82
scaffold_236	55.1255	38105	0.5465	100.0000	38105	10405	10398	0.5482	55	8.37
scaffold_237	55.2282	37887	0.5441	100.0000	37887	10349	10371	0.5473	55	9.22
scaffold_238	55.4926	37872	0.5336	100.0000	37872	10255	10270	0.5379	56	9.72
scaffold_239	55.3657	37807	0.5487	100.0000	37807	10359	10369	0.5502	55	8.73
scaffold_240	54.8986	37773	0.5453	100.0000	37773	10266	10268	0.5478	55	9.36
scaffold_241	55.3008	37652	0.5461	100.0000	37652	10295	10315	0.5480	55	8.51
scaffold_242	54.6890	37625	0.5420	100.0000	37625	10160	10144	0.5441	55	8.35
scaffold_243	55.6128	37449	0.5493	100.0000	37449	10324	10288	0.5492	55	9.79
scaffold_244	54.8244	37181	0.5451	100.0000	37181	10092	10082	0.5478	55	8.81
scaffold_245	56.4346	37175	0.5505	100.0000	37175	10355	10376	0.5525	56	8.97
scaffold_246	57.8339	37048	0.5427	100.0000	37048	9979	9985	0.5457	57	9.52
scaffold_247	55.7620	36859	0.5488	100.0000	36859	10166	10184	0.5511	56	8.61
scaffold_248	55.3447	36792	0.5333	100.0000	36792	10100	10057	0.5367	56	10.22
scaffold_249	55.2786	36782	0.5445	100.0000	36782	10059	10069	0.5475	55	9.33
scaffold_250	56.0393	36725	0.5512	100.0000	36725	10186	10196	0.5539	56	7.90
scaffold_251	57.0555	36617	0.5478	100.0000	36617	10352	10305	0.5494	57	9.01
scaffold_252	56.1067	36598	0.5456	100.0000	36598	10161	10158	0.5489	56	9.58
scaffold_253	55.0834	36589	0.5462	100.0000	36589	9988	9970	0.5486	55	8.41
scaffold_254	55.4336	36449	0.5439	100.0000	36449	10004	9997	0.5454	55	9.08
scaffold_255	54.8751	36446	0.5454	100.0000	36446	9899	9898	0.5481	55	8.65
scaffold_256	53.2790	36418	0.5377	100.0000	36418	9575	9559	0.5400	53	8.98
scaffold_257	56.8092	36257	0.5420	100.0000	36257	10199	10206	0.5435	57	9.30
scaffold_258	55.6530	36188	0.5441	100.0000	36188	9969	9950	0.5458	55	8.83
scaffold_259	54.7876	36172	0.5471	100.0000	36172	9823	9802	0.5507	55	9.17
scaffold_260	54.4907	36040	0.5475	100.0000	36040	9729	9718	0.5495	54	8.99
scaffold_261	55.5609	36024	0.5474	100.0000	36024	9907	9897	0.5489	55	7.85
scaffold_262	55.3884	35947	0.5478	100.0000	35947	9804	9795	0.5500	55	8.67
scaffold_263	54.8878	35870	0.5493	100.0000	35870	9684	9699	0.5518	55	8.48
scaffold_264	53.3916	35659	0.5514	100.0000	35659	9412	9421	0.5534	53	9.08
scaffold_265	54.9189	35653	0.5455	100.0000	35653	9713	9676	0.5472	55	8.80
scaffold_266	54.3203	35632	0.5507	100.0000	35632	9539	9506	0.5529	54	9.02
scaffold_267	56.2619	35420	0.5510	100.0000	35420	9875	9855	0.5525	56	9.00
scaffold_268	54.5604	35323	0.5478	100.0000	35323	9497	9480	0.5510	54	8.43
scaffold_269	53.7289	35273	0.5421	100.0000	35273	9380	9385	0.5447	54	8.08
scaffold_270	55.6828	35256	0.5435	100.0000	35256	9643	9667	0.5461	56	9.29
scaffold_271	57.9989	35143	0.5401	100.0000	35143	10117	10083	0.5345	56	23.03
scaffold_272	54.5690	35128	0.5455	100.0000	35128	9479	9489	0.5481	54	9.22
scaffold_273	55.2178	35128	0.5512	100.0000	35128	9603	9606	0.5532	55	8.34
scaffold_274	54.7713	35061	0.5470	100.0000	35061	9505	9500	0.5490	54	9.15
scaffold_275	55.7214	34929	0.5491	100.0000	34929	9601	9623	0.5515	55	8.93
scaffold_276	54.6487	34767	0.5547	100.0000	34767	9414	9395	0.5563	55	8.45
scaffold_277	55.2340	34729	0.5406	100.0000	34729	9480	9500	0.5430	55	8.55
scaffold_278	55.8581	34689	0.5478	100.0000	34689	9589	9594	0.5497	56	9.11
scaffold_279	54.4850	34651	0.5382	100.0000	34651	9353	9339	0.5412	54	9.07
scaffold_280	56.2397	34631	0.5331	100.0000	34631	9570	9584	0.5374	56	10.03
scaffold_281	56.4409	34495	0.5460	100.0000	34495	9644	9627	0.5483	56	8.14
scaffold_282	56.5664	34429	0.5515	100.0000	34429	9639	9635	0.5544	56	9.10
scaffold_283	56.1858	34426	0.5519	100.0000	34426	9586	9565	0.5542	56	8.86
scaffold_284	57.2300	34398	0.5465	100.0000	34398	9739	9748	0.5474	57	9.70
scaffold_285	55.7684	34315	0.5434	100.0000	34315	9457	9496	0.5427	55	9.33
scaffold_286	54.9944	34313	0.5464	100.0000	34313	9343	9340	0.5481	54	8.55
scaffold_287	55.9528	34273	0.5477	100.0000	34273	9389	9395	0.5502	56	8.60
scaffold_288	56.4306	34039	0.5427	100.0000	34039	9506	9511	0.5451	56	9.18
scaffold_289	56.1079	33955	0.5403	100.0000	33955	9437	9465	0.5418	55	16.25
scaffold_290	54.3776	33905	0.5471	100.0000	33905	9109	9115	0.5501	54	9.06
scaffold_291	56.0382	33833	0.5514	100.0000	33833	9362	9359	0.5533	56	8.75
scaffold_292	56.7152	33705	0.5483	100.0000	33705	9476	9453	0.5500	57	8.22
scaffold_293	52.7693	33685	0.5393	100.0000	33685	8792	8806	0.5424	53	8.27
scaffold_294	55.2384	33621	0.5482	100.0000	33621	9191	9187	0.5501	55	8.51
scaffold_295	55.6378	33538	0.5285	100.0000	33538	9233	9237	0.5357	56	10.69
scaffold_296	53.5567	33407	0.5443	100.0000	33407	8864	8857	0.5466	54	8.49
scaffold_297	54.7952	33377	0.5461	100.0000	33377	9046	9032	0.5477	54	8.48
scaffold_298	57.0357	33333	0.5454	100.0000	33333	9369	9440	0.5489	57	9.14
scaffold_299	54.2465	33233	0.5422	100.0000	33233	8912	8927	0.5447	54	8.51
scaffold_300	54.3769	33208	0.5470	100.0000	33208	8939	8939	0.5489	54	8.54
scaffold_301	56.6834	33207	0.5476	100.0000	33207	9095	9099	0.5491	56	9.41
scaffold_302	56.5758	33020	0.5462	100.0000	33020	9257	9246	0.5484	57	8.61
scaffold_303	54.5494	32995	0.5494	100.0000	32995	8916	8910	0.5515	54	8.54
scaffold_304	56.2921	32824	0.5428	100.0000	32824	9143	9156	0.5451	56	9.26
scaffold_305	55.6720	32785	0.5489	100.0000	32785	9045	9030	0.5513	55	8.42
scaffold_306	54.4528	32750	0.5467	100.0000	32750	8817	8840	0.5485	54	8.39
scaffold_307	57.0324	32632	0.5330	100.0000	32632	9215	9211	0.5297	55	16.88
scaffold_308	55.0689	32618	0.5408	100.0000	32618	8829	8842	0.5449	55	9.29
