#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_40	83.1338	213192	0.5310	100.0000	213192	87606	87528	0.5478	77	31.38
scaffold_41	84.6179	204541	0.5299	100.0000	204541	85389	85374	0.5475	80	30.93
scaffold_42	86.1192	197006	0.5360	100.0000	197006	83644	83570	0.5517	81	30.44
scaffold_43	83.1736	188822	0.5325	100.0000	188822	77653	77592	0.5479	77	30.71
scaffold_44	88.1040	186814	0.5349	100.0000	186814	81126	81201	0.5494	80	43.16
scaffold_45	85.9520	176337	0.5348	100.0000	176337	74856	74773	0.5507	80	31.84
scaffold_46	85.5335	174791	0.5354	100.0000	174791	73465	73489	0.5503	80	28.92
scaffold_47	86.7243	168662	0.5349	100.0000	168662	72031	72011	0.5504	82	31.04
scaffold_48	73.4449	165459	0.5111	100.0000	165459	59870	60371	0.5303	65	38.15
scaffold_49	84.9623	161623	0.5336	100.0000	161623	67908	67899	0.5490	80	30.59
scaffold_50	80.6949	159854	0.5299	100.0000	159854	63812	63838	0.5455	75	28.94
scaffold_51	91.5150	145886	0.5318	100.0000	145886	63146	63153	0.5478	84	37.73
scaffold_52	85.2507	136222	0.5352	100.0000	136222	56777	56696	0.5524	81	31.38
scaffold_53	86.3641	135917	0.5332	100.0000	135917	57843	57796	0.5469	79	37.20
scaffold_54	80.5155	128899	0.5231	100.0000	128899	51042	50996	0.5426	74	33.49
scaffold_55	86.0554	121321	0.5351	100.0000	121321	51560	51578	0.5503	80	30.67
scaffold_56	93.3074	118095	0.5366	100.0000	118095	54258	54442	0.5510	86	46.02
scaffold_57	84.1962	117596	0.5334	100.0000	117596	48912	48878	0.5498	78	30.47
scaffold_58	81.2866	114123	0.5278	100.0000	114123	45732	45772	0.5458	75	31.16
scaffold_59	80.6146	100125	0.5313	100.0000	100125	39892	39872	0.5476	74	30.71
scaffold_60	83.8838	99077	0.5343	100.0000	99077	40811	40737	0.5496	78	30.10
scaffold_61	81.2732	93246	0.5275	100.0000	93246	37386	37315	0.5443	76	30.49
scaffold_62	82.1785	82755	0.5310	100.0000	82755	33609	33629	0.5486	76	31.00
scaffold_63	82.5464	77165	0.5306	100.0000	77165	31499	31502	0.5463	76	29.69
scaffold_64	43.7648	72881	0.4561	100.0000	72881	15546	15555	0.4838	36	23.84
scaffold_65	78.5275	72674	0.5166	100.0000	72674	27504	27415	0.5296	70	36.77
scaffold_66	79.9811	71494	0.5269	100.0000	71494	28289	28301	0.5429	75	28.91
scaffold_67	86.3476	71111	0.5353	100.0000	71111	30373	30395	0.5518	81	30.51
scaffold_68	78.8703	67034	0.5237	100.0000	67034	26113	26181	0.5421	70	42.44
scaffold_69	79.6701	67007	0.5096	100.0000	67007	26128	26108	0.5283	69	43.82
scaffold_70	100.8175	61282	0.5220	100.0000	61282	30448	30591	0.5475	83	76.82
scaffold_71	84.4822	59317	0.5326	100.0000	59317	24803	24789	0.5463	78	28.61
scaffold_72	85.5911	55080	0.5327	100.0000	55080	23325	23338	0.5480	80	29.67
scaffold_73	61.0652	52738	0.5044	100.0000	52738	15927	15946	0.5220	55	24.90
scaffold_74	64.6306	50598	0.4985	100.0000	50598	16176	16128	0.5253	59	32.21
scaffold_75	68.0210	49521	0.5064	100.0000	49521	16673	16597	0.5262	59	31.99
scaffold_76	88.0432	46810	0.5166	99.8633	46746	20349	20446	0.5357	74	44.85
scaffold_77	79.4612	46570	0.5306	100.0000	46570	18328	18287	0.5442	75	28.44
scaffold_78	82.4950	43501	0.5210	100.0000	43501	17749	17768	0.5363	78	36.38
scaffold_79	89.9780	43470	0.5256	100.0000	43470	18509	18500	0.5429	80	40.88
scaffold_80	93.4122	41686	0.5200	100.0000	41686	18930	18824	0.5472	83	49.83
scaffold_81	81.6400	40697	0.5321	100.0000	40697	16442	16412	0.5470	75	30.32
scaffold_82	77.2702	39127	0.5277	100.0000	39127	14977	14946	0.5412	71	27.21
scaffold_83	70.4146	37984	0.5108	100.0000	37984	13228	13239	0.5264	63	29.07
scaffold_84	86.6790	34644	0.5389	100.0000	34644	14863	14857	0.5564	82	33.64
scaffold_85	86.3900	31582	0.5157	100.0000	31582	13506	13497	0.5357	79	36.59
scaffold_86	71.1712	31213	0.4727	100.0000	31213	9931	9860	0.5156	59	43.43
scaffold_87	73.2186	30741	0.5211	100.0000	30741	11131	11139	0.5358	68	26.43
scaffold_88	79.3836	30731	0.5209	100.0000	30731	11983	11964	0.5401	70	33.71
scaffold_89	68.9574	29017	0.5036	100.0000	29017	9903	9894	0.5235	60	31.47
scaffold_90	61.7862	28386	0.5083	100.0000	28386	8402	8416	0.5217	59	23.01
scaffold_91	89.1987	24992	0.5146	100.0000	24992	10979	10933	0.5392	64	87.62
scaffold_92	75.4393	24216	0.5283	100.0000	24216	9040	9039	0.5433	72	26.82
scaffold_93	150.4703	21421	0.5198	100.0000	21421	15941	15987	0.5321	140	51.50
scaffold_94	79.8082	20894	0.5266	100.0000	20894	8255	8259	0.5479	69	36.83
scaffold_95	76.7002	20820	0.5133	100.0000	20820	7872	7913	0.5373	71	33.42
scaffold_96	76.4888	20558	0.5177	100.0000	20558	7780	7777	0.5432	66	74.87
scaffold_97	85.2177	20293	0.5276	100.0000	20293	8552	8563	0.5495	73	38.38
scaffold_98	90.6866	19161	0.5373	100.0000	19161	8577	8596	0.5550	86	35.30
scaffold_99	66.7629	18960	0.5095	100.0000	18960	6240	6254	0.5243	59	27.58
scaffold_100	73.2300	18471	0.5021	100.0000	18471	6713	6673	0.5320	69	32.81
scaffold_101	134.3356	18434	0.5043	100.0000	18434	12291	12232	0.5207	122	51.57
scaffold_102	102.6218	18184	0.5196	100.0000	18184	9289	9257	0.5594	73	133.00
scaffold_103	79.5205	18159	0.5305	100.0000	18159	7146	7160	0.5451	72	28.59
scaffold_104	136.6047	16746	0.5056	100.0000	16746	11349	11314	0.5217	121	56.06
scaffold_105	168.8143	14986	0.5238	100.0000	14986	12611	12445	0.5330	165	90.20
scaffold_106	54.4090	14176	0.4959	100.0000	14176	3803	3838	0.5028	48	26.39
scaffold_107	101.1876	14084	0.5229	100.0000	14084	6874	6907	0.5411	85	52.09
scaffold_108	67.7554	13994	0.5044	100.0000	13994	4690	4694	0.5270	66	27.21
scaffold_109	109.8305	13976	0.4948	100.0000	13976	7578	7624	0.5073	102	41.53
scaffold_110	95.1527	13808	0.5317	100.0000	13808	6504	6493	0.5530	87	39.72
scaffold_111	56.5728	13450	0.4773	100.0000	13450	3763	3779	0.5107	46	33.25
scaffold_112	114.5501	13306	0.5244	100.0000	13306	7564	7524	0.5493	91	73.59
scaffold_113	61.8298	13066	0.5011	100.0000	13066	3990	4006	0.5262	57	27.36
scaffold_114	202.7570	11089	0.5515	100.0000	11089	11102	11119	0.5624	199	57.38
scaffold_115	124.6158	10870	0.5436	100.0000	10870	6738	6666	0.5648	123	40.17
scaffold_116	66.6221	9625	0.5013	100.0000	9625	3202	3178	0.5099	55	35.90
scaffold_117	125.2841	9377	0.5110	100.0000	9377	5829	5822	0.5228	116	47.07
scaffold_118	85.9918	9070	0.5111	100.0000	9070	3844	3888	0.5409	67	94.69
scaffold_119	135.9115	6385	0.5093	100.0000	6385	4319	4306	0.5207	125	44.52
scaffold_120	314.0711	6325	0.3123	100.0000	6325	9762	9813	0.3143	303	77.60
scaffold_121	143.5499	6165	0.5427	100.0000	6165	2879	2953	0.5595	148	39.50
scaffold_122	1339.3257	6024	0.5427	100.0000	6024	39759	40054	0.5513	1287	377.81
scaffold_123	69.3938	5953	0.5026	100.0000	5953	2047	2062	0.5204	59	30.54
scaffold_124	155.7728	5863	0.5272	100.0000	5863	4484	4590	0.5380	158	83.93
scaffold_125	74.7541	5552	0.5220	100.0000	5552	2043	2065	0.5409	66	32.27
scaffold_126	71.1585	5269	0.5183	100.0000	5269	1855	1860	0.5380	65	30.21
scaffold_127	78.5132	4988	0.5211	100.0000	4988	1944	1935	0.5359	72	31.47
scaffold_128	2734.7717	4915	0.5408	100.0000	4915	54449	58165	0.5663	2754	2307.90
scaffold_129	95.7450	4772	0.4979	100.0000	4772	2241	2256	0.5104	91	43.75
scaffold_130	48.3458	4595	0.3872	100.0000	4595	1078	1123	0.4784	40	35.76
scaffold_131	120.4257	4574	0.4934	100.0000	4574	2736	2742	0.5087	108	44.71
scaffold_132	317.5884	4541	0.3070	100.0000	4541	7126	7135	0.3127	312	84.79
scaffold_133	282.6915	4305	0.4613	100.0000	4305	6004	6044	0.4593	278	87.14
scaffold_134	170.5860	4063	0.5338	100.0000	4063	3481	3441	0.5484	146	62.61
scaffold_135	101.0092	3916	0.5043	100.0000	3916	1965	1970	0.5107	101	21.70
scaffold_136	93.6881	3864	0.5104	100.0000	3864	1820	1796	0.5331	57	66.61
scaffold_137	123.1539	3722	0.5024	100.0000	3722	2274	2274	0.5137	112	40.57
scaffold_138	101.6903	3604	0.4903	100.0000	3604	1823	1833	0.4994	99	20.82
scaffold_139	61.0773	3507	0.2706	100.0000	3507	1036	1085	0.3370	27	89.25
scaffold_140	79.2525	3457	0.4452	100.0000	3457	1307	1417	0.4582	69	58.58
scaffold_141	64.9590	3394	0.4576	100.0000	3394	1096	1086	0.5230	74	35.74
scaffold_142	138.6378	3291	0.5111	100.0000	3291	2266	2266	0.5245	126	53.13
scaffold_143	353.8266	3282	0.3403	100.0000	3282	5814	5806	0.3375	346	77.29
scaffold_144	162.9057	3180	0.5242	100.0000	3180	2552	2609	0.5349	160	42.16
scaffold_145	300.9480	3153	0.3292	100.0000	3153	4709	4722	0.3346	299	67.88
scaffold_146	140.5027	3149	0.3646	100.0000	3149	2010	2082	0.3982	94	117.31
scaffold_147	98.1007	3060	0.4850	100.0000	3060	1494	1500	0.4890	95	20.08
scaffold_148	374.6912	3054	0.4306	100.0000	3054	5568	5780	0.4289	389	189.96
scaffold_149	153.3469	2952	0.5271	100.0000	2952	2115	2092	0.5372	149	41.17
scaffold_150	30.2027	2767	0.3657	100.0000	2767	403	414	0.3746	28	14.54
scaffold_151	162.3833	2554	0.3085	100.0000	2554	1723	1687	0.3644	81	177.86
scaffold_152	133.6510	2530	0.4415	100.0000	2530	1653	1690	0.4342	116	72.55
scaffold_153	109.6877	2514	0.4737	100.0000	2514	1374	1382	0.4827	105	28.22
scaffold_154	135.9058	2463	0.4986	100.0000	2463	1698	1654	0.5169	120	54.07
scaffold_155	46.7022	2441	0.4875	100.0000	2441	553	578	0.4990	42	18.94
scaffold_156	208.3809	2426	0.5445	100.0000	2426	2543	2508	0.5586	214	60.13
scaffold_157	304.9434	2332	0.3027	100.0000	2332	3540	3587	0.3041	301	51.70
scaffold_158	22.5241	2282	0.3909	100.0000	2282	251	244	0.3906	24	9.92
scaffold_159	20.3876	2216	0.2243	100.0000	2216	245	203	0.2395	12	19.56
scaffold_160	227.3001	2126	0.3321	100.0000	2126	2364	2415	0.3609	124	201.35
scaffold_161	92.4547	2118	0.4131	100.0000	2118	955	985	0.4114	82	41.04
scaffold_162	129.0956	2072	0.5111	100.0000	2072	1356	1323	0.5203	124	32.07
scaffold_163	127.2841	2010	0.5030	100.0000	2010	1263	1281	0.5149	112	42.25
scaffold_164	63.5982	1976	0.4975	100.0000	1976	627	617	0.5145	57	28.37
scaffold_165	130.1247	1932	0.5192	100.0000	1932	1248	1244	0.4760	124	60.06
scaffold_166	51.1544	1930	0.5016	100.0000	1930	504	475	0.5093	52	15.60
scaffold_167	120.8857	1890	0.5196	100.0000	1890	1137	1135	0.5223	119	26.68
scaffold_168	395.4911	1859	0.3131	100.0000	1859	3696	3667	0.2945	323	235.49
scaffold_169	152.4305	1798	0.5128	100.0000	1798	1355	1321	0.5238	150	47.92
scaffold_170	131.4692	1784	0.4490	100.0000	1784	1192	1132	0.4374	112	83.55
scaffold_171	135.7936	1754	0.5063	100.0000	1754	1194	1198	0.5173	128	38.60
scaffold_172	225.7332	1743	0.4257	100.0000	1743	1931	1965	0.4178	153	172.29
scaffold_173	143.0359	1728	0.4155	100.0000	1728	1253	1191	0.4224	134	64.30
scaffold_174	64.5412	1713	0.3117	100.0000	1713	568	511	0.3078	30	79.94
scaffold_175	109.0564	1702	0.3408	100.0000	1702	972	875	0.3601	36	133.47
scaffold_176	118.1100	1663	0.4949	100.0000	1663	989	973	0.5178	95	61.32
scaffold_177	333.3164	1618	0.3239	100.0000	1618	2651	2717	0.3200	322	73.30
scaffold_178	28.4098	1618	0.2553	100.0000	1618	230	226	0.3018	16	43.40
scaffold_179	197.1616	1603	0.5359	100.0000	1603	1574	1576	0.5576	186	74.85
scaffold_180	58.5344	1568	0.5166	100.0000	1568	458	456	0.5297	52	23.47
scaffold_181	119.5945	1566	0.4955	100.0000	1566	913	965	0.5053	121	32.10
scaffold_182	180.4447	1502	0.5326	100.0000	1502	1345	1365	0.5507	169	59.20
scaffold_183	129.6128	1480	0.5068	100.0000	1480	951	962	0.5175	114	47.34
scaffold_184	77.3947	1472	0.3967	100.0000	1472	542	574	0.4336	64	35.89
scaffold_185	381.8022	1446	0.4502	100.0000	1446	2643	2826	0.4522	254	292.57
scaffold_186	131.5617	1442	0.4716	100.0000	1442	947	933	0.4618	112	72.39
scaffold_187	25.0423	1442	0.3849	100.0000	1442	179	180	0.3861	25	5.70
scaffold_188	157.3695	1429	0.5332	100.0000	1429	1134	1107	0.5348	160	33.97
scaffold_189	106.1703	1421	0.5123	100.0000	1421	758	764	0.5139	100	21.83
scaffold_190	114.3634	1420	0.4958	100.0000	1420	811	810	0.5044	104	36.70
scaffold_191	123.9470	1396	0.4993	100.0000	1396	866	874	0.5104	119	36.74
scaffold_192	117.9481	1386	0.4942	100.0000	1386	839	802	0.5039	108	32.90
scaffold_193	138.5245	1365	0.5267	100.0000	1365	965	933	0.5317	137	28.80
scaffold_194	100.0851	1352	0.5067	100.0000	1352	678	680	0.5079	101	18.48
scaffold_195	143.8649	1347	0.5204	100.0000	1347	973	979	0.5311	130	48.07
scaffold_196	474.5940	1293	0.4834	100.0000	1293	3064	3013	0.5029	455	303.98
scaffold_197	113.9517	1264	0.5040	100.0000	1264	737	724	0.5114	114	17.69
scaffold_198	324.1180	1263	0.4561	100.0000	1263	2001	2052	0.4563	297	174.12
scaffold_199	214.9362	1238	0.5679	100.0000	1238	827	827	0.5846	190	80.96
scaffold_200	28.8215	1216	0.3429	100.0000	1216	188	156	0.3575	26	12.04
scaffold_201	49.5926	1193	0.4174	100.0000	1193	280	313	0.4242	48	20.25
scaffold_202	139.9092	1190	0.5185	100.0000	1190	824	852	0.5269	136	39.63
scaffold_203	3033.7815	1181	0.4869	100.0000	1181	18631	17708	0.5100	2616	1174.81
scaffold_204	4.7016	1163	0.5245	100.0000	1163	25	29	0.5284	4	2.24
scaffold_205	316.5917	1134	0.4603	100.0000	1134	1835	1740	0.4434	339	127.26
scaffold_206	436.6355	1133	0.4607	100.0000	1133	2493	2448	0.5023	382	234.67
scaffold_207	88.0161	1120	0.4875	100.0000	1120	502	492	0.4947	83	26.89
scaffold_208	142.5905	1111	0.5068	100.0000	1111	807	796	0.5250	129	50.66
scaffold_209	18.1671	1107	0.3469	100.0000	1107	100	92	0.3422	18	3.77
scaffold_210	21.7768	1084	0.3238	100.0000	1084	118	117	0.3241	21	7.38
scaffold_211	111.0878	1071	0.5005	100.0000	1071	634	563	0.5217	87	62.68
scaffold_212	220.3949	1066	0.3180	100.0000	1066	1062	1295	0.3792	192	143.27
scaffold_213	160.0566	1061	0.5363	100.0000	1061	862	842	0.5498	151	58.67
scaffold_214	324.2386	1056	0.2822	100.0000	1056	1706	1717	0.2792	322	87.26
scaffold_215	413.9649	1053	0.4672	100.0000	1053	2135	2180	0.4557	426	168.31
scaffold_216	134.6551	1041	0.5139	100.0000	1041	655	628	0.5303	128	44.13
scaffold_217	114.7104	1029	0.4840	100.0000	1029	573	625	0.4968	100	37.72
scaffold_218	330.8407	1023	0.3460	100.0000	1023	1682	1724	0.3490	334	60.03
scaffold_219	142.3525	1010	0.5178	100.0000	1010	725	713	0.5261	149	42.76
scaffold_220	405.8978	1008	0.3869	100.0000	1008	2138	1938	0.3782	438	95.39
scaffold_221	115.9970	1006	0.5050	100.0000	1006	573	602	0.5082	118	20.40
