#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
scaffold_100	42.5575	28050	0.4886	100.0000	28050	5905	5916	0.4918	42	8.94
scaffold_101	44.8308	21284	0.4995	100.0000	21284	4734	4723	0.5043	44	9.57
scaffold_102	58.3067	20581	0.4995	100.0000	20581	5924	5953	0.5016	49	23.36
scaffold_103	46.6692	20148	0.5077	100.0000	20148	4601	4607	0.5108	46	9.42
scaffold_104	52.9615	18020	0.5156	100.0000	18020	4646	4793	0.5209	47	62.16
scaffold_105	45.1153	15954	0.4940	100.0000	15954	3550	3552	0.4981	45	9.84
scaffold_106	24.3597	15735	0.3585	100.0000	15735	1890	1906	0.4050	26	12.89
scaffold_107	12.9796	15369	0.2316	100.0000	15369	952	966	0.2393	13	5.12
scaffold_108	46.4064	14629	0.5151	100.0000	14629	3362	3366	0.5197	46	8.42
scaffold_109	58.5423	13281	0.4820	100.0000	13281	3857	3844	0.4880	51	22.40
scaffold_110	45.5377	13010	0.4981	100.0000	13010	2932	2933	0.5011	45	9.32
scaffold_111	51.2721	12424	0.5060	100.0000	12424	3147	3168	0.5092	50	11.08
scaffold_112	74.5482	12200	0.5040	100.0000	12200	4456	4537	0.5128	47	151.96
scaffold_113	49.1035	12086	0.4913	100.0000	12086	2929	2942	0.4961	46	17.09
scaffold_114	44.9287	11417	0.5025	100.0000	11417	2545	2535	0.5067	45	9.68
scaffold_115	43.8471	11341	0.5059	100.0000	11341	2466	2458	0.5104	44	9.04
scaffold_116	45.4664	11282	0.4760	100.0000	11282	2550	2537	0.4780	45	9.58
scaffold_117	47.7867	11161	0.5140	100.0000	11161	2623	2657	0.5186	48	8.56
scaffold_118	94.8686	11006	0.5184	100.0000	11006	5162	5186	0.5262	93	20.82
scaffold_119	47.0325	10527	0.5018	100.0000	10527	2449	2457	0.5042	46	11.74
scaffold_120	47.5866	10386	0.5186	100.0000	10386	2450	2444	0.5229	47	9.40
scaffold_121	97.3990	10278	0.2429	100.0000	10278	4933	4972	0.2538	103	27.64
scaffold_122	1695.4719	9775	0.5075	100.0000	9775	81838	81941	0.5134	1723	245.10
scaffold_123	40.7600	9517	0.4477	100.0000	9517	1911	1931	0.4552	41	9.40
scaffold_124	93.3796	8682	0.4881	100.0000	8682	3941	3951	0.4901	93	15.43
scaffold_125	40.2433	8275	0.4903	100.0000	8275	1659	1639	0.4957	40	9.10
scaffold_126	23.2616	8089	0.3055	100.0000	8089	947	917	0.3152	23	7.72
scaffold_127	50.0672	7973	0.5302	100.0000	7973	1973	1981	0.5332	51	9.41
scaffold_128	460.0270	7665	0.5603	100.0000	7665	17500	17529	0.5666	454	61.41
scaffold_129	101.7668	7482	0.5068	100.0000	7482	3766	3780	0.5106	95	26.79
scaffold_130	24.6420	7333	0.3702	100.0000	7333	915	872	0.3746	24	7.45
scaffold_131	31.6470	7287	0.3549	100.0000	7287	1140	1141	0.4277	27	16.33
scaffold_132	39.0125	7281	0.4671	100.0000	7281	1421	1391	0.4765	37	12.38
scaffold_133	43.6710	6712	0.4675	100.0000	6712	1445	1454	0.4821	45	10.25
scaffold_134	93.0805	6673	0.4951	100.0000	6673	3072	3085	0.5001	90	19.43
scaffold_135	87.2628	6118	0.4931	100.0000	6118	2648	2637	0.4946	87	14.50
scaffold_136	50.2090	6042	0.5013	100.0000	6042	1490	1520	0.5078	46	19.38
scaffold_137	120.8413	5810	0.2926	100.0000	5810	3435	3482	0.3060	125	31.15
scaffold_138	40.3040	5711	0.3910	100.0000	5711	1153	1083	0.4223	36	23.09
scaffold_139	19.3371	5646	0.2203	100.0000	5646	546	535	0.2391	18	9.41
scaffold_140	159.7732	5618	0.4108	100.0000	5618	4390	4519	0.4642	41	167.55
scaffold_141	131.2909	5613	0.2606	100.0000	5613	3654	3640	0.2832	134	41.78
scaffold_142	88.8891	5609	0.5010	100.0000	5609	2474	2471	0.5018	88	13.06
scaffold_143	46.1202	5424	0.5015	100.0000	5424	1240	1238	0.5075	45	11.36
scaffold_144	41.0223	5414	0.4826	100.0000	5414	1103	1096	0.4850	41	8.18
scaffold_145	47.5367	5400	0.5028	100.0000	5400	1270	1272	0.5065	48	9.34
scaffold_146	97.9440	5146	0.5041	100.0000	5146	2479	2542	0.5017	89	51.72
scaffold_147	45.5042	5010	0.5008	99.9601	5008	1136	1123	0.5032	45	8.86
scaffold_148	30.7730	4748	0.3305	100.0000	4748	722	733	0.3464	29	11.02
scaffold_149	38.7035	4574	0.4440	100.0000	4574	868	882	0.4533	38	10.85
scaffold_150	84.1956	4004	0.4808	100.0000	4004	1679	1662	0.4838	83	15.19
scaffold_151	44.0813	3985	0.5039	100.0000	3985	867	875	0.5079	43	9.62
scaffold_152	20.3144	3900	0.2477	100.0000	3900	388	396	0.2576	20	7.11
scaffold_153	85.2841	3847	0.4903	100.0000	3847	1623	1628	0.4932	84	17.33
scaffold_154	33.4263	3756	0.3970	100.0000	3756	625	623	0.3977	33	6.85
scaffold_155	43.0789	3649	0.4831	100.0000	3649	769	790	0.4864	44	10.75
scaffold_156	48.3865	3638	0.5080	100.0000	3638	875	873	0.5127	48	10.59
scaffold_157	210.6828	3351	0.5291	100.0000	3351	3500	3491	0.5310	213	34.74
scaffold_158	92.9797	3346	0.4952	100.0000	3346	1537	1545	0.4975	95	16.40
scaffold_159	42.3928	3338	0.2531	100.0000	3338	741	670	0.2915	45	19.73
scaffold_160	46.1332	3319	0.4944	100.0000	3319	758	766	0.4988	45	13.04
scaffold_161	47.6157	3190	0.5188	100.0000	3190	753	754	0.5241	48	9.65
scaffold_162	326.3364	2976	0.5118	100.0000	2976	4815	4810	0.5149	329	53.59
scaffold_163	32.5040	2964	0.3401	100.0000	2964	465	493	0.3443	31	10.58
scaffold_164	278.3920	2941	0.4532	100.0000	2941	4016	4086	0.4551	240	103.77
scaffold_165	90.0772	2939	0.4124	100.0000	2939	1290	1331	0.4148	86	26.95
scaffold_166	89.2161	2740	0.4821	100.0000	2740	1223	1202	0.4870	90	16.74
scaffold_167	12.3230	2715	0.2387	100.0000	2715	165	165	0.2513	12	4.79
scaffold_168	465.2552	2516	0.4968	100.0000	2516	5784	5886	0.4938	463	54.18
scaffold_169	114.3176	2459	0.2753	100.0000	2459	1438	1364	0.2939	131	42.40
scaffold_170	44.5839	2425	0.4800	100.0000	2425	535	536	0.4822	45	10.65
scaffold_171	53.7031	2358	0.5640	100.0000	2358	623	637	0.5691	54	11.36
scaffold_172	48.0734	2233	0.4783	100.0000	2233	513	565	0.4785	43	17.70
scaffold_173	47.1407	2231	0.5164	100.0000	2231	515	529	0.5223	47	10.57
scaffold_174	94.3680	2212	0.5298	100.0000	2212	1029	1045	0.5319	96	18.43
scaffold_175	17.1398	2161	0.2425	100.0000	2161	177	191	0.2437	16	4.98
scaffold_176	78.6328	2143	0.4918	100.0000	2143	842	835	0.4975	78	16.80
scaffold_177	47.4595	2122	0.5146	100.0000	2122	505	498	0.5106	49	9.32
scaffold_178	64.7050	2078	0.3874	100.0000	2078	673	667	0.3813	66	12.24
scaffold_179	99.7224	2046	0.5523	100.0000	2046	1001	1022	0.5551	103	20.46
scaffold_180	77.7587	2039	0.4934	100.0000	2039	778	796	0.4948	80	16.14
scaffold_181	272.4870	2004	0.3603	100.0000	2004	2536	2478	0.4179	255	293.77
scaffold_182	78.4428	1994	0.4784	100.0000	1994	769	790	0.4828	78	17.76
scaffold_183	13.4046	1955	0.2578	100.0000	1955	135	123	0.3035	14	7.03
scaffold_184	45.8442	1945	0.4823	100.0000	1945	443	445	0.4818	44	12.05
scaffold_185	25.8992	1894	0.2914	100.0000	1894	242	247	0.3026	24	7.41
scaffold_186	47.2659	1884	0.3286	100.0000	1884	437	446	0.3952	24	79.60
scaffold_187	486.6959	1881	0.4859	100.0000	1881	4564	4503	0.4934	427	175.07
scaffold_188	457.6518	1867	0.5699	100.0000	1867	4199	4290	0.5682	476	70.66
scaffold_189	46.2387	1852	0.3548	100.0000	1852	404	423	0.3016	33	32.12
scaffold_190	40.6931	1831	0.4888	100.0000	1831	370	374	0.4911	39	9.21
scaffold_191	67.0129	1780	0.1949	100.0000	1780	623	581	0.2319	59	28.59
scaffold_192	152.9209	1771	0.4929	100.0000	1771	1357	1340	0.4950	146	40.90
scaffold_193	28.9766	1751	0.3215	100.0000	1751	255	251	0.3461	28	10.32
scaffold_194	127.2425	1740	0.3845	100.0000	1740	1058	1137	0.4134	80	100.59
scaffold_195	34.2865	1738	0.4281	100.0000	1738	307	291	0.4336	28	19.66
scaffold_196	22.9836	1703	0.2484	100.0000	1703	195	190	0.2762	22	10.40
scaffold_197	74.2349	1643	0.4741	100.0000	1643	616	599	0.4733	76	15.68
scaffold_198	205.2278	1611	0.3718	100.0000	1611	1605	1640	0.3825	181	98.72
scaffold_199	1765.4646	1610	0.5584	100.0000	1610	13896	13933	0.5630	1822	398.02
scaffold_200	82.2657	1581	0.4940	100.0000	1581	659	639	0.4974	82	12.15
scaffold_201	29.0723	1577	0.2771	100.0000	1577	234	221	0.2912	30	7.92
scaffold_202	382.5995	1553	0.4694	100.0000	1553	2943	3009	0.4641	405	62.75
scaffold_203	440.9637	1544	0.4883	100.0000	1544	3384	3425	0.4901	440	56.08
scaffold_204	174.9792	1536	0.4759	100.0000	1536	1363	1303	0.4836	155	65.71
scaffold_205	173.8081	1454	0.5873	100.0000	1454	1264	1266	0.5894	178	27.33
scaffold_206	64.8217	1346	0.3098	100.0000	1346	429	434	0.3083	65	11.03
scaffold_207	90.9485	1341	0.4884	100.0000	1341	643	582	0.4953	97	23.28
scaffold_208	34.9709	1304	0.3873	100.0000	1304	219	234	0.4005	32	15.70
scaffold_209	30.1452	1288	0.2795	100.0000	1288	189	195	0.2744	28	10.28
scaffold_210	28.1427	1282	0.2590	100.0000	1282	184	175	0.2614	27	10.34
scaffold_211	38.5260	1268	0.4661	100.0000	1268	238	247	0.4703	41	10.04
scaffold_212	62.3586	1255	0.3880	100.0000	1255	380	403	0.3965	62	14.98
scaffold_213	14.6227	1251	0.2206	100.0000	1251	80	104	0.2413	13	6.06
scaffold_214	292.3103	1202	0.3885	100.0000	1202	1766	1766	0.3907	302	44.71
scaffold_215	26.9274	1199	0.2994	98.3319	1179	171	150	0.4095	23	23.33
scaffold_216	105.5169	1124	0.4947	100.0000	1124	615	565	0.5058	93	39.65
scaffold_217	60.3509	1117	0.4682	100.0000	1117	325	343	0.4658	50	40.91
scaffold_218	66.8969	1086	0.4862	100.0000	1086	369	359	0.4892	70	15.97
scaffold_219	63.7371	1065	0.3362	100.0000	1065	334	340	0.3279	66	15.16
scaffold_220	46.1602	1055	0.5014	100.0000	1055	247	236	0.5114	49	12.28
scaffold_221	8.5132	1025	0.2029	100.0000	1025	43	44	0.2163	8	4.16
scaffold_222	28.2568	1024	0.2910	100.0000	1024	149	138	0.2914	26	9.30
scaffold_223	75.3513	1019	0.5123	100.0000	1019	378	386	0.5163	80	17.71
scaffold_224	36.3103	1015	0.2177	100.0000	1015	187	180	0.2223	39	11.04
